sent	tag	tag_uni	label	cue	scope	tags_idx	tags_uni_idx	cues_idx	scopes_idx	labels_idx
"['He', 'did', ""n't"", 'take', 'hormones', '.']"	['PRP', 'VBD', 'RB', 'VB', 'NNS', '.']	['PRON', 'VERB', 'ADV', 'VERB', 'NOUN', '.']	['I', 'I', 'O', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'NS', 'S', 'S', 'NS']	[13, 14, 4, 16, 10, 6]	[9, 3, 4, 3, 1, 6]	[0, 0, 1, 0, 0, 0]	[1, 1, 0, 1, 1, 0]	[0, 0, 1, 0, 0, 1]
['He', 'never', 'took', 'hormones', '.']	['PRP', 'RB', 'VBD', 'NNS', '.']	['PRON', 'ADV', 'VERB', 'NOUN', '.']	['I', 'O', 'I', 'I', 'O']	['NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'NS', 'S', 'S', 'NS']	[13, 4, 14, 10, 6]	[9, 4, 3, 1, 6]	[0, 1, 0, 0, 0]	[1, 0, 1, 1, 0]	[0, 1, 0, 0, 1]
['The', 'petition', 'did', 'not', 'receive', 'thousands', 'of', 'signatures']	['DT', 'NN', 'VBD', 'RB', 'VB', 'NNS', 'IN', 'NNS']	['DET', 'NOUN', 'VERB', 'ADV', 'VERB', 'NOUN', 'ADP', 'NOUN']	['I', 'I', 'I', 'O', 'I', 'I', 'I', 'I']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'NS', 'S', 'S', 'S', 'S']	[0, 1, 14, 4, 16, 10, 2, 10]	[0, 1, 3, 4, 3, 1, 2, 1]	[0, 0, 0, 1, 0, 0, 0, 0]	[1, 1, 1, 0, 1, 1, 1, 1]	[0, 0, 0, 1, 0, 0, 0, 0]
"['The', 'petition', 'did', ""n't"", 'receive', 'thousands', 'of', 'signatures']"	['DT', 'NN', 'VBD', 'RB', 'VB', 'NNS', 'IN', 'NNS']	['DET', 'NOUN', 'VERB', 'ADV', 'VERB', 'NOUN', 'ADP', 'NOUN']	['I', 'I', 'I', 'O', 'I', 'I', 'I', 'I']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'NS', 'S', 'S', 'S', 'S']	[0, 1, 14, 4, 16, 10, 2, 10]	[0, 1, 3, 4, 3, 1, 2, 1]	[0, 0, 0, 1, 0, 0, 0, 0]	[1, 1, 1, 0, 1, 1, 1, 1]	[0, 0, 0, 1, 0, 0, 0, 0]
['The', 'petition', 'never', 'received', 'thousands', 'of', 'signatures', '.']	['DT', 'NN', 'RB', 'VBD', 'NNS', 'IN', 'NNS', '.']	['DET', 'NOUN', 'ADV', 'VERB', 'NOUN', 'ADP', 'NOUN', '.']	['I', 'I', 'O', 'I', 'I', 'I', 'I', 'I']	['NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'NS', 'S', 'S', 'S', 'S', 'S']	[0, 1, 4, 14, 10, 2, 10, 6]	[0, 1, 4, 3, 1, 2, 1, 6]	[0, 0, 1, 0, 0, 0, 0, 0]	[1, 1, 0, 1, 1, 1, 1, 1]	[0, 0, 1, 0, 0, 0, 0, 0]
['It', 'does', 'not', 'use', 'pesticides', ',', 'machinery', ',', 'chemical', 'fertilizers', '.']	['PRP', 'VBZ', 'RB', 'VB', 'NNS', ',', 'NN', ',', 'NN', 'NNS', '.']	['PRON', 'VERB', 'ADV', 'VERB', 'NOUN', '.', 'NOUN', '.', 'NOUN', 'NOUN', '.']	['I', 'I', 'O', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'NS', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'NS']	[13, 3, 4, 16, 10, 11, 1, 11, 1, 10, 6]	[9, 3, 4, 3, 1, 6, 1, 6, 1, 1, 6]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]
"['It', 'does', ""n't"", 'use', 'pesticides', ',', 'machinery', ',', 'chemical', 'fertilizers', '.']"	['PRP', 'VBZ', 'RB', 'VB', 'NNS', ',', 'NN', ',', 'NN', 'NNS', '.']	['PRON', 'VERB', 'ADV', 'VERB', 'NOUN', '.', 'NOUN', '.', 'NOUN', 'NOUN', '.']	['I', 'I', 'O', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'NS', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'NS']	[13, 3, 4, 16, 10, 11, 1, 11, 1, 10, 6]	[9, 3, 4, 3, 1, 6, 1, 6, 1, 1, 6]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]
['It', 'never', 'uses', 'pesticides', ',', 'machinery', ',', 'chemical', 'fertilizers', '.']	['PRP', 'RB', 'VBZ', 'NNS', ',', 'NN', ',', 'NN', 'NNS', '.']	['PRON', 'ADV', 'VERB', 'NOUN', '.', 'NOUN', '.', 'NOUN', 'NOUN', '.']	['I', 'O', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O']	['NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'NS', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'NS']	[13, 4, 3, 10, 11, 1, 11, 1, 10, 6]	[9, 4, 3, 1, 6, 1, 6, 1, 1, 6]	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 0, 1, 1, 1, 1, 1, 1, 1, 0]	[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]
['Many', 'other', 'cities', 'have', 'not', 'grown', 'in', 'the', 'same', 'way', '.']	['JJ', 'JJ', 'NNS', 'VBP', 'RB', 'VBN', 'IN', 'DT', 'JJ', 'NN', '.']	['ADJ', 'ADJ', 'NOUN', 'VERB', 'ADV', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', '.']	['I', 'I', 'I', 'I', 'O', 'I', 'I', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'S', 'NS', 'S', 'S', 'S', 'S', 'S', 'NS']	[9, 9, 10, 8, 4, 15, 2, 0, 9, 1, 6]	[7, 7, 1, 3, 4, 3, 2, 0, 7, 1, 6]	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0]	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
"['Many', 'other', 'cities', 'have', ""n't"", 'grown', 'in', 'the', 'same', 'way', '.']"	['JJ', 'JJ', 'NNS', 'VBP', 'RB', 'VBN', 'IN', 'DT', 'JJ', 'NN', '.']	['ADJ', 'ADJ', 'NOUN', 'VERB', 'ADV', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', '.']	['I', 'I', 'I', 'I', 'O', 'I', 'I', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'S', 'NS', 'S', 'S', 'S', 'S', 'S', 'NS']	[9, 9, 10, 8, 4, 15, 2, 0, 9, 1, 6]	[7, 7, 1, 3, 4, 3, 2, 0, 7, 1, 6]	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0]	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
['Many', 'other', 'cities', 'have', 'never', 'grown', 'in', 'the', 'same', 'way', '.']	['JJ', 'JJ', 'NNS', 'VBP', 'RB', 'VBN', 'IN', 'DT', 'JJ', 'NN', '.']	['ADJ', 'ADJ', 'NOUN', 'VERB', 'ADV', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', '.']	['I', 'I', 'I', 'I', 'O', 'I', 'I', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'S', 'NS', 'S', 'S', 'S', 'S', 'S', 'NS']	[9, 9, 10, 8, 4, 15, 2, 0, 9, 1, 6]	[7, 7, 1, 3, 4, 3, 2, 0, 7, 1, 6]	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0]	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
['People', 'do', 'not', 'bake', 'bread', '.']	['NNS', 'VBP', 'RB', 'VB', 'NN', '.']	['NOUN', 'VERB', 'ADV', 'VERB', 'NOUN', '.']	['I', 'I', 'O', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'NS', 'S', 'S', 'NS']	[10, 8, 4, 16, 1, 6]	[1, 3, 4, 3, 1, 6]	[0, 0, 1, 0, 0, 0]	[1, 1, 0, 1, 1, 0]	[0, 0, 1, 0, 0, 1]
"['People', 'do', ""n't"", 'bake', 'bread', '.']"	['NNS', 'VBP', 'RB', 'VB', 'NN', '.']	['NOUN', 'VERB', 'ADV', 'VERB', 'NOUN', '.']	['I', 'I', 'O', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'NS', 'S', 'S', 'NS']	[10, 8, 4, 16, 1, 6]	[1, 3, 4, 3, 1, 6]	[0, 0, 1, 0, 0, 0]	[1, 1, 0, 1, 1, 0]	[0, 0, 1, 0, 0, 1]
['People', 'never', 'bake', 'bread', '.']	['NNS', 'RB', 'VBP', 'NN', '.']	['NOUN', 'ADV', 'VERB', 'NOUN', '.']	['I', 'O', 'I', 'I', 'O']	['NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'NS', 'S', 'S', 'NS']	[10, 4, 8, 1, 6]	[1, 4, 3, 1, 6]	[0, 1, 0, 0, 0]	[1, 0, 1, 1, 0]	[0, 1, 0, 0, 1]
['It', 'does', 'not', 'use', 'data', 'from', 'researchers', 'all', 'over', 'the', 'world', '.']	['PRP', 'VBZ', 'RB', 'VB', 'NNS', 'IN', 'NNS', 'DT', 'IN', 'DT', 'NN', '.']	['PRON', 'VERB', 'ADV', 'VERB', 'NOUN', 'ADP', 'NOUN', 'DET', 'ADP', 'DET', 'NOUN', '.']	['I', 'I', 'O', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'NS', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'NS']	[13, 3, 4, 16, 10, 2, 10, 0, 2, 0, 1, 6]	[9, 3, 4, 3, 1, 2, 1, 0, 2, 0, 1, 6]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]
"['It', 'does', ""n't"", 'use', 'data', 'from', 'researchers', 'all', 'over', 'the', 'world', '.']"	['PRP', 'VBZ', 'RB', 'VB', 'NNS', 'IN', 'NNS', 'DT', 'IN', 'DT', 'NN', '.']	['PRON', 'VERB', 'ADV', 'VERB', 'NOUN', 'ADP', 'NOUN', 'DET', 'ADP', 'DET', 'NOUN', '.']	['I', 'I', 'O', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'NS', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'NS']	[13, 3, 4, 16, 10, 2, 10, 0, 2, 0, 1, 6]	[9, 3, 4, 3, 1, 2, 1, 0, 2, 0, 1, 6]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]
['It', 'never', 'uses', 'data', 'from', 'researchers', 'all', 'over', 'the', 'world', '.']	['PRP', 'RB', 'VBZ', 'NNS', 'IN', 'NNS', 'DT', 'IN', 'DT', 'NN', '.']	['PRON', 'ADV', 'VERB', 'NOUN', 'ADP', 'NOUN', 'DET', 'ADP', 'DET', 'NOUN', '.']	['I', 'O', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O']	['NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'NS', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'NS']	[13, 4, 3, 10, 2, 10, 0, 2, 0, 1, 6]	[9, 4, 3, 1, 2, 1, 0, 2, 0, 1, 6]	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0]	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]
['This', 'is', 'not', 'caused', 'by', 'many', 'things', '.']	['DT', 'VBZ', 'RB', 'VBN', 'IN', 'JJ', 'NNS', '.']	['DET', 'VERB', 'ADV', 'VERB', 'ADP', 'ADJ', 'NOUN', '.']	['I', 'I', 'O', 'I', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'NS', 'S', 'S', 'S', 'S', 'NS']	[0, 3, 4, 15, 2, 9, 10, 6]	[0, 3, 4, 3, 2, 7, 1, 6]	[0, 0, 1, 0, 0, 0, 0, 0]	[1, 1, 0, 1, 1, 1, 1, 0]	[0, 0, 1, 0, 0, 0, 0, 1]
"['This', 'is', ""n't"", 'caused', 'by', 'many', 'things', '.']"	['DT', 'VBZ', 'RB', 'VBN', 'IN', 'JJ', 'NNS', '.']	['DET', 'VERB', 'ADV', 'VERB', 'ADP', 'ADJ', 'NOUN', '.']	['I', 'I', 'O', 'I', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'NS', 'S', 'S', 'S', 'S', 'NS']	[0, 3, 4, 15, 2, 9, 10, 6]	[0, 3, 4, 3, 2, 7, 1, 6]	[0, 0, 1, 0, 0, 0, 0, 0]	[1, 1, 0, 1, 1, 1, 1, 0]	[0, 0, 1, 0, 0, 0, 0, 1]
['This', 'is', 'never', 'caused', 'by', 'many', 'things', '.']	['DT', 'VBZ', 'RB', 'VBN', 'IN', 'JJ', 'NNS', '.']	['DET', 'VERB', 'ADV', 'VERB', 'ADP', 'ADJ', 'NOUN', '.']	['I', 'I', 'O', 'I', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'NS', 'S', 'S', 'S', 'S', 'NS']	[0, 3, 4, 15, 2, 9, 10, 6]	[0, 3, 4, 3, 2, 7, 1, 6]	[0, 0, 1, 0, 0, 0, 0, 0]	[1, 1, 0, 1, 1, 1, 1, 0]	[0, 0, 1, 0, 0, 0, 0, 1]
['Most', 'fish', 'do', 'not', 'live', 'in', 'the', 'water', '.']	['JJS', 'NN', 'VBP', 'RB', 'VB', 'IN', 'DT', 'NN', '.']	['ADJ', 'NOUN', 'VERB', 'ADV', 'VERB', 'ADP', 'DET', 'NOUN', '.']	['I', 'I', 'I', 'O', 'I', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'NS', 'S', 'S', 'S', 'S', 'NS']	[17, 1, 8, 4, 16, 2, 0, 1, 6]	[7, 1, 3, 4, 3, 2, 0, 1, 6]	[0, 0, 0, 1, 0, 0, 0, 0, 0]	[1, 1, 1, 0, 1, 1, 1, 1, 0]	[0, 0, 0, 1, 0, 0, 0, 0, 1]
"['Most', 'fish', 'do', ""n't"", 'live', 'in', 'the', 'water', '.']"	['JJS', 'NN', 'VBP', 'RB', 'VB', 'IN', 'DT', 'NN', '.']	['ADJ', 'NOUN', 'VERB', 'ADV', 'VERB', 'ADP', 'DET', 'NOUN', '.']	['I', 'I', 'I', 'O', 'I', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'NS', 'S', 'S', 'S', 'S', 'NS']	[17, 1, 8, 4, 16, 2, 0, 1, 6]	[7, 1, 3, 4, 3, 2, 0, 1, 6]	[0, 0, 0, 1, 0, 0, 0, 0, 0]	[1, 1, 1, 0, 1, 1, 1, 1, 0]	[0, 0, 0, 1, 0, 0, 0, 0, 1]
['Most', 'fish', 'never', 'live', 'in', 'the', 'water', '.']	['JJS', 'NN', 'RB', 'VBP', 'IN', 'DT', 'NN', '.']	['ADJ', 'NOUN', 'ADV', 'VERB', 'ADP', 'DET', 'NOUN', '.']	['I', 'I', 'O', 'I', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'NS', 'S', 'S', 'S', 'S', 'NS']	[17, 1, 4, 8, 2, 0, 1, 6]	[7, 1, 4, 3, 2, 0, 1, 6]	[0, 0, 1, 0, 0, 0, 0, 0]	[1, 1, 0, 1, 1, 1, 1, 0]	[0, 0, 1, 0, 0, 0, 0, 1]
['Art', 'can', 'not', 'also', 'be', 'a', 'form', 'of', 'expression', 'of', 'emotion', '.']	['NNP', 'MD', 'RB', 'RB', 'VB', 'DT', 'NN', 'IN', 'NN', 'IN', 'NN', '.']	['NOUN', 'VERB', 'ADV', 'ADV', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', '.']	['I', 'I', 'O', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'NS', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'NS']	[18, 19, 4, 4, 16, 0, 1, 2, 1, 2, 1, 6]	[1, 3, 4, 4, 3, 0, 1, 2, 1, 2, 1, 6]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]
"['Art', 'ca', ""n't"", 'also', 'be', 'a', 'form', 'of', 'expression', 'of', 'emotion', '.']"	['NNP', 'MD', 'RB', 'RB', 'VB', 'DT', 'NN', 'IN', 'NN', 'IN', 'NN', '.']	['NOUN', 'VERB', 'ADV', 'ADV', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', '.']	['I', 'I', 'O', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'NS', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'NS']	[18, 19, 4, 4, 16, 0, 1, 2, 1, 2, 1, 6]	[1, 3, 4, 4, 3, 0, 1, 2, 1, 2, 1, 6]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0]	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]
"['The', 'food', 'must', ""n't"", 'also', 'be', 'safe', 'and', 'good', '.']"	['DT', 'NN', 'MD', 'RB', 'RB', 'VB', 'JJ', 'CC', 'JJ', '.']	['DET', 'NOUN', 'VERB', 'ADV', 'ADV', 'VERB', 'ADJ', 'CONJ', 'ADJ', '.']	['I', 'I', 'I', 'O', 'I', 'I', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'NS', 'S', 'S', 'S', 'S', 'S', 'NS']	[0, 1, 19, 4, 4, 16, 9, 12, 9, 6]	[0, 1, 3, 4, 4, 3, 7, 8, 7, 6]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 0, 1, 1, 1, 1, 1, 0]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
['The', 'food', 'must', 'not', 'also', 'be', 'safe', 'and', 'good', '.']	['DT', 'NN', 'MD', 'RB', 'RB', 'VB', 'JJ', 'CC', 'JJ', '.']	['DET', 'NOUN', 'VERB', 'ADV', 'ADV', 'VERB', 'ADJ', 'CONJ', 'ADJ', '.']	['I', 'I', 'I', 'O', 'I', 'I', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'NS', 'S', 'S', 'S', 'S', 'S', 'NS']	[0, 1, 19, 4, 4, 16, 9, 12, 9, 6]	[0, 1, 3, 4, 4, 3, 7, 8, 7, 6]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 0, 1, 1, 1, 1, 1, 0]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
['It', 'will', 'not', 'result', 'in', 'a', 'little', 'fever', '.']	['PRP', 'MD', 'RB', 'VB', 'IN', 'DT', 'JJ', 'NN', '.']	['PRON', 'VERB', 'ADV', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', '.']	['I', 'I', 'O', 'I', 'I', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'NS', 'S', 'S', 'S', 'S', 'S', 'NS']	[13, 19, 4, 16, 2, 0, 9, 1, 6]	[9, 3, 4, 3, 2, 0, 7, 1, 6]	[0, 0, 1, 0, 0, 0, 0, 0, 0]	[1, 1, 0, 1, 1, 1, 1, 1, 0]	[0, 0, 1, 0, 0, 0, 0, 0, 1]
"['It', 'wo', ""n't"", 'result', 'in', 'a', 'little', 'fever', '.']"	['PRP', 'MD', 'RB', 'VB', 'IN', 'DT', 'JJ', 'NN', '.']	['PRON', 'VERB', 'ADV', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', '.']	['I', 'I', 'O', 'I', 'I', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'NS', 'S', 'S', 'S', 'S', 'S', 'NS']	[13, 19, 4, 16, 2, 0, 9, 1, 6]	[9, 3, 4, 3, 2, 0, 7, 1, 6]	[0, 0, 1, 0, 0, 0, 0, 0, 0]	[1, 1, 0, 1, 1, 1, 1, 1, 0]	[0, 0, 1, 0, 0, 0, 0, 0, 1]
['It', 'will', 'never', 'result', 'in', 'a', 'little', 'fever', '.']	['PRP', 'MD', 'RB', 'VB', 'IN', 'DT', 'JJ', 'NN', '.']	['PRON', 'VERB', 'ADV', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', '.']	['I', 'I', 'O', 'I', 'I', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'NS', 'S', 'S', 'S', 'S', 'S', 'NS']	[13, 19, 4, 16, 2, 0, 9, 1, 6]	[9, 3, 4, 3, 2, 0, 7, 1, 6]	[0, 0, 1, 0, 0, 0, 0, 0, 0]	[1, 1, 0, 1, 1, 1, 1, 1, 0]	[0, 0, 1, 0, 0, 0, 0, 0, 1]
['The', 'sizes', 'of', 'cities', 'can', 'not', 'be', 'very', 'different', '.']	['DT', 'NNS', 'IN', 'NNS', 'MD', 'RB', 'VB', 'RB', 'JJ', '.']	['DET', 'NOUN', 'ADP', 'NOUN', 'VERB', 'ADV', 'VERB', 'ADV', 'ADJ', '.']	['I', 'I', 'I', 'I', 'I', 'O', 'I', 'I', 'I', 'O']	['NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'CUE', 'NOTCUE', 'NOTCUE', 'NOTCUE', 'NOTCUE']	['S', 'S', 'S', 'S', 'S', 'NS', 'S', 'S', 'S', 'NS']	[0, 10, 2, 10, 19, 4, 16, 4, 9, 6]	[0, 1, 2, 1, 3, 4, 3, 4, 7, 6]	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 0, 1, 1, 1, 0]	[0, 0, 0, 0, 0, 1, 0, 0, 0, 1]
