sent_1	positive_1	subsequence_1	sent_2	positive_2	subsequence_2	label
The outside is not even .	False	False	The sizes of cities can be very different .	True	True	neutral
This is not caused by many things .	False	False	Most fish do live in the water	True	True	neutral
This is not bad for people 's health .	False	False	The fruit is red .	True	True	neutral
Quite a few festivals are never held in this month .	False	False	They were pacifists	True	True	neutral
They are not on both sides .	False	False	It does have a solid shape	True	True	neutral
It has never a solid shape .	False	False	They were pacifists .	True	True	neutral
The hills does not have many forests .	False	False	There are different types of books	True	True	neutral
The sizes of cities can never be very different .	False	False	The letter A has six different sounds	True	True	neutral
Most kinds of fish do not have bones .	False	False	It does have the largest land area	True	True	neutral
This is never bad for people 's health .	False	False	The fruit is red	True	True	neutral
The petition did not receive thousands of signatures	False	False	Humans have a problem with maths .	True	True	neutral
Rain and storms are both not in this level .	False	False	A berry might contain one seed or many .	True	True	neutral
He never took hormones .	False	False	The country is dry in winter .	True	True	neutral
There are not many types of animals .	False	False	People might miss the person who has died	True	True	neutral
This is not bad for people 's health .	False	False	The country does have fifty smaller parts called provinces .	True	True	neutral
There are not other terms for death .	False	False	These fishes are thin	True	True	neutral
They were never pacifists .	False	False	This is bad for people 's health .	True	True	neutral
Many other cities have not grown in the same way .	False	False	Most fish live in the water .	True	True	neutral
A berry might not contain one seed or many .	False	False	It will result in a little fever	True	True	neutral
Many people never disagree on the topic .	False	False	Most summers are very hot	True	True	neutral
A computer does not have several main parts .	False	False	The history of the country is long	True	True	neutral
The meaning of the diamond is not innocence .	False	False	There are various levels of crimes	True	True	neutral
People do not bake bread .	False	False	The hills does have many forests .	True	True	neutral
The country is not dry in winter .	False	False	The fruit is red	True	True	neutral
Men , women , and children are not human beings .	False	False	Men , women , and children are human beings .	True	True	neutral
But it may not be a symptom of a disease .	False	False	This can be made longer .	True	True	neutral
The meaning of the diamond is not innocence .	False	False	Rain and storms are both in this level	True	True	neutral
The sizes of cities can not be very different .	False	False	Acceleration has its own units of measurement .	True	True	neutral
Many people do not disagree on the topic .	False	False	A berry might contain one seed or many .	True	True	neutral
It does not have a solid shape .	False	False	Most kinds of fish have bones .	True	True	neutral
Some foods are never good .	False	False	But it may be a symptom of a disease	True	True	neutral
Humans do not have a problem with maths .	False	False	These fishes are thin	True	True	neutral
The letter A does not have six different sounds .	False	False	Some breads are fried	True	True	neutral
Rain and storms are never both in this level .	False	False	The letter A has six different sounds .	True	True	neutral
Average word does not have two syllables .	False	False	Many other cities have grown in the same way .	True	True	neutral
These fishes are not thin .	False	False	The hills does have many forests	True	True	neutral
Most kinds of fish never have bones .	False	False	This is bad for people 's health .	True	True	neutral
Acceleration never has its own units of measurement .	False	False	A computer does have several main parts .	True	True	neutral
There are not different types of books .	False	False	Many other cities have grown in the same way	True	True	neutral
Humans never have a problem with maths .	False	False	These fishes are thin .	True	True	neutral
It does not use pesticides , machinery , chemical fertilizers .	False	False	It can have different meanings .	True	True	neutral
Quite a few festivals are not held in this month .	False	False	Most fish do live in the water	True	True	neutral
They are never on both sides .	False	False	Rain and storms are both in this level .	True	True	neutral
They were not pacifists .	False	False	Acceleration does have its own units of measurement .	True	True	neutral
Acceleration does not have its own units of measurement .	False	False	Rain and storms are both in this level .	True	True	neutral
Rain and storms are both not in this level .	False	False	Most summers are very hot	True	True	neutral
This can not be made longer .	False	False	They were pacifists	True	True	neutral
There are not different types of books .	False	False	The history of the country is long	True	True	neutral
It can not have different meanings .	False	False	This is caused by many things .	True	True	neutral
Most fish do not live in the water .	False	False	People might miss the person who has died	True	True	neutral
The food must not also be safe and good .	False	False	Average word does have two syllables	True	True	neutral
People might not miss the person who has died .	False	False	some ghosts might cause fear	True	True	neutral
Most summers are not very hot .	False	False	People might miss the person who has died .	True	True	neutral
Some breads are not fried .	False	False	It can have different meanings	True	True	neutral
There are not several types of chemistry .	False	False	Many people do disagree on the topic .	True	True	neutral
It can not have different meanings .	False	False	There are several types of chemistry .	True	True	neutral
This is not caused by many things .	False	False	Average word does have two syllables .	True	True	neutral
The petition never received thousands of signatures .	False	False	Acceleration does have its own units of measurement	True	True	neutral
The flowers are not white .	False	False	The fruit is red .	True	True	neutral
They are not on both sides .	False	False	Many other cities have grown in the same way	True	True	neutral
Rain and storms are both never in this level .	False	False	It does use data from researchers all over the world .	True	True	neutral
There are no other terms for death .	False	False	It will result in a little fever .	True	True	neutral
It never uses data from researchers all over the world .	False	False	Humans have a problem with maths	True	True	neutral
People might never miss the person who has died .	False	False	This is bad for people 's health	True	True	neutral
It does not use data from researchers all over the world .	False	False	The petition did receive thousands of signatures	True	True	neutral
The country does not have fifty smaller parts called provinces .	False	False	Some foods are good	True	True	neutral
Some foods are not good .	False	False	Some breads are fried	True	True	neutral
It will not result in a little fever .	False	False	The food must also be safe and good	True	True	neutral
Many other cities have not grown in the same way .	False	False	Most fish do live in the water .	True	True	neutral
The flowers are never white .	False	False	The fruit is red .	True	True	neutral
These fishes are never thin .	False	False	There are different types of books .	True	True	neutral
The letter A does not have six different sounds .	False	False	Quite a few festivals are held in this month	True	True	neutral
Humans do not have a problem with maths .	False	False	They are on both sides .	True	True	neutral
The outside is never even .	False	False	The country is dry in winter	True	True	neutral
The outside is not even .	False	False	There are many types of animals	True	True	neutral
Many people do not disagree on the topic .	False	False	It does have a solid shape .	True	True	neutral
Some breads are never fried .	False	False	Some breads are fried .	True	True	neutral
Many other cities have never grown in the same way .	False	False	There are different types of books .	True	True	neutral
Art can not also be a form of expression of emotion .	False	False	Some foods are good .	True	True	neutral
There are not various levels of crimes .	False	False	A berry might contain one seed or many	True	True	neutral
The fruit is never red .	False	False	There are other terms for death .	True	True	neutral
The letter A has never six different sounds .	False	False	It has a solid shape .	True	True	neutral
It does not have the largest land area .	False	False	It does use pesticides , machinery , chemical fertilizers	True	True	neutral
The history of the country is not long .	False	False	Many people do disagree on the topic	True	True	neutral
Rain and storms are not both in this level .	False	False	They were pacifists .	True	True	neutral
There are not several types of chemistry .	False	False	He took hormones .	True	True	neutral
A computer does not have several main parts .	False	False	The flowers are white	True	True	neutral
There are not various levels of crimes .	False	False	Quite a few festivals are held in this month .	True	True	neutral
The petition did not receive thousands of signatures	False	False	The petition received thousands of signatures .	True	True	neutral
It does not use pesticides , machinery , chemical fertilizers .	False	False	Humans do have a problem with maths	True	True	neutral
He did not take hormones .	False	False	These fishes are thin .	True	True	neutral
It will never result in a little fever .	False	False	There are several types of chemistry	True	True	neutral
These fishes are not thin .	False	False	The sizes of cities can be very different	True	True	neutral
This is never caused by many things .	False	False	Quite a few festivals are held in this month	True	True	neutral
The flowers are not white .	False	False	A computer does have several main parts	True	True	neutral
The country does not have fifty smaller parts called provinces .	False	False	Some breads are fried	True	True	neutral
A berry might never contain one seed or many .	False	False	It uses data from researchers all over the world	True	True	neutral
Average word does not have two syllables .	False	False	The hills does have many forests .	True	True	neutral
Quite a few festivals are not held in this month .	False	False	It does have a solid shape	True	True	neutral
There are not many types of animals .	False	False	The country is dry in winter	True	True	neutral
The country is not dry in winter .	False	False	These fishes are thin	True	True	neutral
The food must not also be safe and good .	False	False	Some breads are fried .	True	True	neutral
This can not be made longer .	False	False	The meaning of the diamond is innocence .	True	True	neutral
People never bake bread .	False	False	Quite a few festivals are held in this month .	True	True	neutral
They were not pacifists .	False	False	Many people disagree on the topic .	True	True	neutral
The sizes of cities can not be very different .	False	False	It wo result in a little fever	True	True	neutral
The fruit is not red .	False	False	The letter A does have six different sounds	True	True	neutral
The fruit is not red .	False	False	It will result in a little fever .	True	True	neutral
The country is never dry in winter .	False	False	A computer does have several main parts .	True	True	neutral
Some breads are not fried .	False	False	Quite a few festivals are held in this month	True	True	neutral
Most kinds of fish do not have bones .	False	False	Most kinds of fish do have bones .	True	True	neutral
Acceleration does not have its own units of measurement .	False	False	Average word does have two syllables	True	True	neutral
Most fish do not live in the water .	False	False	The outside is even .	True	True	neutral
There are not other terms for death .	False	False	It does have the largest land area .	True	True	neutral
It does not use data from researchers all over the world .	False	False	Some foods are good	True	True	neutral
The history of the country is not long .	False	False	People bake bread .	True	True	neutral
Some ghosts might not cause fear .	False	False	Many other cities have grown in the same way .	True	True	neutral
He did not take hormones .	False	False	People bake bread	True	True	neutral
some ghosts might never cause fear .	False	False	It does use data from researchers all over the world .	True	True	neutral
Average word never has two syllables .	False	False	There are other terms for death	True	True	neutral
			The petition did receive thousands of signatures	True	True	neutral
			Art can also be a form of expression of emotion	True	True	neutral
			This is caused by many things	True	True	neutral
			People do bake bread	True	True	neutral
			Some foods are good .	True	True	neutral
			The meaning of the diamond is innocence	True	True	neutral
			This can be made longer	True	True	neutral
			People do bake bread .	True	True	neutral
			Most summers are very hot .	True	True	neutral
			Some ghosts might cause fear	True	True	neutral
			Some ghosts might cause fear .	True	True	neutral
			He did take hormones .	True	True	neutral
			Rain and storms are both in this level	True	True	neutral
			It uses pesticides , machinery , chemical fertilizers	True	True	neutral
			There are several types of chemistry	True	True	neutral
			There are other terms for death	True	True	neutral
			It can have different meanings	True	True	neutral
			They were pacifists	True	True	neutral
			The sizes of cities can be very different .	True	True	neutral
			A computer has several main parts	True	True	neutral
			This is caused by many things .	True	True	neutral
			The sizes of cities can be very different	True	True	neutral
			Many other cities have grown in the same way .	True	True	neutral
			Humans do have a problem with maths .	True	True	neutral
			Rain and storms are both in this level .	True	True	neutral
			This is bad for people 's health .	True	True	neutral
			Men , women , and children are human beings	True	True	neutral
			The food must also be safe and good .	True	True	neutral
			It does have a solid shape .	True	True	neutral
			The meaning of the diamond is innocence .	True	True	neutral
			This is bad for people 's health	True	True	neutral
			It can have different meanings .	True	True	neutral
			Average word has two syllables .	True	True	neutral
			It does have the largest land area .	True	True	neutral
			The petition received thousands of signatures .	True	True	neutral
			The country does have fifty smaller parts called provinces	True	True	neutral
			Many people disagree on the topic	True	True	neutral
			The history of the country is long .	True	True	neutral
			Acceleration does have its own units of measurement	True	True	neutral
			Art can also be a form of expression of emotion .	True	True	neutral
			Many other cities have grown in the same way	True	True	neutral
			A berry might contain one seed or many	True	True	neutral
			It does use pesticides , machinery , chemical fertilizers .	True	True	neutral
			Some foods are good	True	True	neutral
			There are various levels of crimes .	True	True	neutral
			There are many types of animals .	True	True	neutral
			They are on both sides .	True	True	neutral
			some ghosts might cause fear .	True	True	neutral
			Most fish do live in the water .	True	True	neutral
			It wo result in a little fever .	True	True	neutral
			Some breads are fried .	True	True	neutral
			The outside is even	True	True	neutral
			Average word does have two syllables .	True	True	neutral
			The letter A does have six different sounds .	True	True	neutral
			Most kinds of fish do have bones .	True	True	neutral
			There are various levels of crimes	True	True	neutral
			Humans do have a problem with maths	True	True	neutral
			But it may be a symptom of a disease .	True	True	neutral
			Most fish live in the water	True	True	neutral
			Most kinds of fish do have bones	True	True	neutral
			They are on both sides	True	True	neutral
			The hills does have many forests	True	True	neutral
			Most kinds of fish have bones	True	True	neutral
			There are many types of animals	True	True	neutral
			It does use pesticides , machinery , chemical fertilizers	True	True	neutral
			These fishes are thin .	True	True	neutral
			There are other terms for death .	True	True	neutral
			A computer does have several main parts	True	True	neutral
			The flowers are white	True	True	neutral
			They were pacifists .	True	True	neutral
			The country is dry in winter .	True	True	neutral
			This can be made longer .	True	True	neutral
			It has a solid shape	True	True	neutral
			The country does have fifty smaller parts called provinces .	True	True	neutral
			It does use data from researchers all over the world	True	True	neutral
			The fruit is red .	True	True	neutral
			The flowers are white .	True	True	neutral
			Acceleration has its own units of measurement	True	True	neutral
			It does have the largest land area	True	True	neutral
			There are several types of chemistry .	True	True	neutral
			Many people do disagree on the topic	True	True	neutral
			Most summers are very hot	True	True	neutral
			The outside is even .	True	True	neutral
			The food must also be safe and good	True	True	neutral
			He took hormones	True	True	neutral
			The letter A does have six different sounds	True	True	neutral
			Average word has two syllables	True	True	neutral
			A computer has several main parts .	True	True	neutral
			Quite a few festivals are held in this month .	True	True	neutral
It does use pesticides , machinery , chemical fertilizers .	True	True	Most fish do not live in the water .	False	False	neutral
The flowers are white .	True	True	The food must not also be safe and good .	False	False	neutral
Acceleration has its own units of measurement .	True	True	He never took hormones .	False	False	neutral
Some foods are good	True	True	It does not have a solid shape .	False	False	neutral
There are several types of chemistry	True	True	They are never on both sides .	False	False	neutral
It does have the largest land area .	True	True	It does not use data from researchers all over the world .	False	False	neutral
This is bad for people 's health .	True	True	Art can not also be a form of expression of emotion .	False	False	neutral
Humans do have a problem with maths	True	True	There are not many types of animals .	False	False	neutral
Some breads are fried .	True	True	The letter A does not have six different sounds .	False	False	neutral
Most summers are very hot .	True	True	This is never caused by many things .	False	False	neutral
Most fish do live in the water .	True	True	This is not caused by many things .	False	False	neutral
Rain and storms are both in this level .	True	True	Quite a few festivals are not held in this month .	False	False	neutral
Most fish do live in the water .	True	True	It does not have the largest land area .	False	False	neutral
These fishes are thin .	True	True	Most kinds of fish never have bones .	False	False	neutral
The flowers are white .	True	True	People never bake bread .	False	False	neutral
But it may be a symptom of a disease	True	True	A berry might never contain one seed or many .	False	False	neutral
This is caused by many things .	True	True	The flowers are not white .	False	False	neutral
Art can also be a form of expression of emotion .	True	True	Some foods are not good .	False	False	neutral
Most fish do live in the water	True	True	Rain and storms are not both in this level .	False	False	neutral
There are different types of books .	True	True	This is not bad for people 's health .	False	False	neutral
The meaning of the diamond is innocence .	True	True	The petition did not receive thousands of signatures	False	False	neutral
The petition did receive thousands of signatures	True	True	People might not miss the person who has died .	False	False	neutral
The sizes of cities can be very different	True	True	It will not result in a little fever .	False	False	neutral
People might miss the person who has died	True	True	The outside is not even .	False	False	neutral
Most fish do live in the water	True	True	They were not pacifists .	False	False	neutral
There are various levels of crimes	True	True	A computer does not have several main parts .	False	False	neutral
Acceleration does have its own units of measurement .	True	True	The history of the country is not long .	False	False	neutral
Average word has two syllables	True	True	They are not on both sides .	False	False	neutral
Most kinds of fish have bones .	True	True	Rain and storms are not both in this level .	False	False	neutral
Rain and storms are both in this level .	True	True	Average word does not have two syllables .	False	False	neutral
People bake bread	True	True	They were never pacifists .	False	False	neutral
It wo result in a little fever	True	True	The letter A does not have six different sounds .	False	False	neutral
They are on both sides .	True	True	Acceleration does not have its own units of measurement .	False	False	neutral
This is bad for people 's health	True	True	A computer never has several main parts .	False	False	neutral
People might miss the person who has died	True	True	Average word never has two syllables .	False	False	neutral
Rain and storms are both in this level .	True	True	The country is not dry in winter .	False	False	neutral
The fruit is red	True	True	The petition did not receive thousands of signatures	False	False	neutral
This can be made longer	True	True	The petition never received thousands of signatures .	False	False	neutral
There are other terms for death .	True	True	Some foods are not good .	False	False	neutral
Many other cities have grown in the same way	True	True	Some breads are never fried .	False	False	neutral
It has a solid shape .	True	True	He did not take hormones .	False	False	neutral
Some breads are fried	True	True	Some ghosts might not cause fear .	False	False	neutral
Men , women , and children are human beings .	True	True	Rain and storms are both not in this level .	False	False	neutral
There are other terms for death	True	True	There are not different types of books .	False	False	neutral
There are other terms for death .	True	True	It has never a solid shape .	False	False	neutral
Most summers are very hot .	True	True	The hills does not have many forests .	False	False	neutral
Some breads are fried	True	True	People might never miss the person who has died .	False	False	neutral
Most fish live in the water	True	True	Most fish do not live in the water .	False	False	neutral
The fruit is red .	True	True	Humans do not have a problem with maths .	False	False	neutral
Some foods are good	True	True	The sizes of cities can never be very different .	False	False	neutral
The country is dry in winter	True	True	Most kinds of fish do not have bones .	False	False	neutral
Some ghosts might cause fear	True	True	There are not other terms for death .	False	False	neutral
People bake bread .	True	True	It never uses data from researchers all over the world .	False	False	neutral
It has a solid shape	True	True	Most kinds of fish do not have bones .	False	False	neutral
A berry might contain one seed or many .	True	True	Art can not also be a form of expression of emotion .	False	False	neutral
It does have the largest land area .	True	True	It never uses pesticides , machinery , chemical fertilizers .	False	False	neutral
They were pacifists .	True	True	There are not different types of books .	False	False	neutral
Art can also be a form of expression of emotion	True	True	Quite a few festivals are not held in this month .	False	False	neutral
It will result in a little fever .	True	True	Many other cities have not grown in the same way .	False	False	neutral
It can have different meanings .	True	True	Acceleration does not have its own units of measurement .	False	False	neutral
There are various levels of crimes .	True	True	It does not have the largest land area .	False	False	neutral
Humans do have a problem with maths .	True	True	Some breads are not fried .	False	False	neutral
People do bake bread	True	True	Humans do not have a problem with maths .	False	False	neutral
Humans do have a problem with maths .	True	True	This can not be made longer .	False	False	neutral
The letter A does have six different sounds .	True	True	It wo not result in a little fever .	False	False	neutral
The letter A does have six different sounds	True	True	The sizes of cities can not be very different .	False	False	neutral
It does have a solid shape	True	True	It can not have different meanings .	False	False	neutral
Many people do disagree on the topic .	True	True	Most summers are not very hot .	False	False	neutral
There are other terms for death	True	True	Some foods are never good .	False	False	neutral
He did take hormones	True	True	Men , women , and children are not human beings .	False	False	neutral
People might miss the person who has died .	True	True	This is never bad for people 's health .	False	False	neutral
They are on both sides .	True	True	The outside is not even .	False	False	neutral
The hills does have many forests	True	True	This can not be made longer .	False	False	neutral
A computer does have several main parts .	True	True	People do not bake bread .	False	False	neutral
Rain and storms are both in this level	True	True	Rain and storms are never both in this level .	False	False	neutral
The outside is even .	True	True	These fishes are not thin .	False	False	neutral
But it may be a symptom of a disease .	True	True	The country does not have fifty smaller parts called provinces .	False	False	neutral
It does use pesticides , machinery , chemical fertilizers	True	True	The food must not also be safe and good .	False	False	neutral
The petition did receive thousands of signatures	True	True	The meaning of the diamond is not innocence .	False	False	neutral
A computer does have several main parts	True	True	Quite a few festivals are never held in this month .	False	False	neutral
It does have the largest land area	True	True	The country does not have fifty smaller parts called provinces .	False	False	neutral
The petition received thousands of signatures .	True	True	The outside is never even .	False	False	neutral
Quite a few festivals are held in this month	True	True	Most summers are not very hot .	False	False	neutral
The meaning of the diamond is innocence .	True	True	Many other cities have not grown in the same way .	False	False	neutral
It uses data from researchers all over the world	True	True	This is not bad for people 's health .	False	False	neutral
Many people disagree on the topic	True	True	Acceleration never has its own units of measurement .	False	False	neutral
Rain and storms are both in this level	True	True	The hills does not have many forests .	False	False	neutral
It wo result in a little fever .	True	True	There are not various levels of crimes .	False	False	neutral
This is bad for people 's health .	True	True	Humans never have a problem with maths .	False	False	neutral
Most kinds of fish do have bones .	True	True	There are not many types of animals .	False	False	neutral
Rain and storms are both in this level	True	True	Rain and storms are both never in this level .	False	False	neutral
He took hormones .	True	True	These fishes are never thin .	False	False	neutral
There are other terms for death .	True	True	The meaning of the diamond is not innocence .	False	False	neutral
The country is dry in winter	True	True	Most summers are never very hot .	False	False	neutral
It can have different meanings	True	True	The fruit is never red .	False	False	neutral
The petition did receive thousands of signatures	True	True	The flowers are never white .	False	False	neutral
The country does have fifty smaller parts called provinces	True	True	These fishes are not thin .	False	False	neutral
Humans have a problem with maths	True	True	The flowers are not white .	False	False	neutral
The hills does have many forests .	True	True	Some breads are not fried .	False	False	neutral
Many people do disagree on the topic	True	True	It does not have a solid shape .	False	False	neutral
It does use data from researchers all over the world	True	True	The letter A has never six different sounds .	False	False	neutral
There are several types of chemistry .	True	True	But it may not be a symptom of a disease .	False	False	neutral
There are various levels of crimes	True	True	Many other cities have never grown in the same way .	False	False	neutral
It does use data from researchers all over the world .	True	True	There are not several types of chemistry .	False	False	neutral
A berry might contain one seed or many .	True	True	A berry might not contain one seed or many .	False	False	neutral
This is bad for people 's health .	True	True	People do not bake bread .	False	False	neutral
There are many types of animals .	True	True	Many people never disagree on the topic .	False	False	neutral
This can be made longer .	True	True	some ghosts might never cause fear .	False	False	neutral
This can be made longer	True	True	Rain and storms are both not in this level .	False	False	neutral
Acceleration does have its own units of measurement	True	True	A computer does not have several main parts .	False	False	neutral
They were pacifists	True	True	Most fish never live in the water .	False	False	neutral
Many other cities have grown in the same way .	True	True	Many people do not disagree on the topic .	False	False	neutral
Humans have a problem with maths .	True	True	There are not other terms for death .	False	False	neutral
Rain and storms are both in this level .	True	True	It will never result in a little fever .	False	False	neutral
Art can also be a form of expression of emotion .	True	True	The history of the country is not long .	False	False	neutral
Quite a few festivals are held in this month .	True	True	They are not on both sides .	False	False	neutral
There are different types of books	True	True	It does not use pesticides , machinery , chemical fertilizers .	False	False	neutral
The sizes of cities can be very different .	True	True	It does not use pesticides , machinery , chemical fertilizers .	False	False	neutral
Most summers are very hot .	True	True	There are no other terms for death .	False	False	neutral
The sizes of cities can be very different .	True	True	There are not several types of chemistry .	False	False	neutral
Quite a few festivals are held in this month .	True	True	They were not pacifists .	False	False	neutral
They are on both sides .	True	True	The sizes of cities can not be very different .	False	False	neutral
Some breads are fried	True	True	It does not use data from researchers all over the world .	False	False	neutral
Most fish live in the water .	True	True	There are not various levels of crimes .	False	False	neutral
The fruit is red .	True	True	The fruit is not red .	False	False	neutral
It does have a solid shape	True	True	This is not caused by many things .	False	False	neutral
Art can also be a form of expression of emotion	True	True	The country is never dry in winter .	False	False	neutral
A computer does have several main parts	True	True	The fruit is not red .	False	False	neutral
Quite a few festivals are held in this month	True	True	The country is not dry in winter .	False	False	neutral
It can have different meanings .	True	True	Many people do not disagree on the topic .	False	False	neutral
They were pacifists	True	True	Average word does not have two syllables .	False	False	neutral
These fishes are thin .	True	True	It can not have different meanings .	False	False	neutral
They are on both sides	True	True	He did not take hormones .	False	False	neutral
The country is dry in winter .	True	True				neutral
A computer has several main parts .	True	True				neutral
The outside is even	True	True				neutral
There are different types of books .	True	True				neutral
People do bake bread	True	True				neutral
Humans do have a problem with maths	True	True				neutral
This is caused by many things	True	True				neutral
The letter A has six different sounds	True	True				neutral
Most summers are very hot	True	True				neutral
Some foods are good .	True	True				neutral
Rain and storms are both in this level .	True	True				neutral
some ghosts might cause fear	True	True				neutral
A computer does have several main parts .	True	True				neutral
These fishes are thin	True	True				neutral
He took hormones	True	True				neutral
Acceleration has its own units of measurement	True	True				neutral
A computer has several main parts	True	True				neutral
It uses data from researchers all over the world .	True	True				neutral
It does have a solid shape .	True	True				neutral
Some breads are fried .	True	True				neutral
Some foods are good	True	True				neutral
Average word has two syllables .	True	True				neutral
The fruit is red .	True	True				neutral
The fruit is red	True	True				neutral
He did take hormones .	True	True				neutral
It will result in a little fever	True	True				neutral
The petition received thousands of signatures .	True	True				neutral
It does use pesticides , machinery , chemical fertilizers .	True	True				neutral
People might miss the person who has died .	True	True				neutral
There are various levels of crimes .	True	True				neutral
It can have different meanings	True	True				neutral
The meaning of the diamond is innocence .	True	True				neutral
The hills does have many forests .	True	True				neutral
This can be made longer .	True	True				neutral
People do bake bread .	True	True				neutral
There are many types of animals	True	True				neutral
The sizes of cities can be very different	True	True				neutral
The history of the country is long	True	True				neutral
A berry might contain one seed or many	True	True				neutral
The outside is even .	True	True				neutral
This is bad for people 's health .	True	True				neutral
There are other terms for death	True	True				neutral
The history of the country is long .	True	True				neutral
This is caused by many things .	True	True				neutral
Quite a few festivals are held in this month	True	True				neutral
It does use pesticides , machinery , chemical fertilizers	True	True				neutral
Men , women , and children are human beings	True	True				neutral
It does use data from researchers all over the world .	True	True				neutral
They are on both sides	True	True				neutral
Some ghosts might cause fear .	True	True				neutral
He did take hormones	True	True				neutral
There are several types of chemistry	True	True				neutral
The letter A has six different sounds .	True	True				neutral
There are different types of books	True	True				neutral
Most kinds of fish do have bones	True	True				neutral
The flowers are white	True	True				neutral
The food must also be safe and good	True	True				neutral
These fishes are thin .	True	True				neutral
The food must also be safe and good .	True	True				neutral
Most kinds of fish have bones	True	True				neutral
Acceleration does have its own units of measurement .	True	True				neutral
There are several types of chemistry .	True	True				neutral
The flowers are white .	True	True				neutral
Rain and storms are both in this level	True	True				neutral
Average word does have two syllables	True	True				neutral
some ghosts might cause fear .	True	True				neutral
It will result in a little fever .	True	True				neutral
The petition did receive thousands of signatures	True	True				neutral
Many people do disagree on the topic .	True	True				neutral
It does use data from researchers all over the world	True	True				neutral
It does have the largest land area	True	True				neutral
The country does have fifty smaller parts called provinces .	True	True				neutral
The hills does have many forests	True	True				neutral
Many people do disagree on the topic	True	True				neutral
The country is dry in winter	True	True				neutral
Many other cities have grown in the same way .	True	True				neutral
Most kinds of fish do have bones .	True	True				neutral
Many people disagree on the topic .	True	True				neutral
They were pacifists	True	True				neutral
It uses pesticides , machinery , chemical fertilizers .	True	True				neutral
Many other cities have grown in the same way	True	True				neutral
The meaning of the diamond is innocence	True	True				neutral
They were pacifists .	True	True				neutral
There are many types of animals .	True	True				neutral
The country does have fifty smaller parts called provinces	True	True				neutral
Acceleration does have its own units of measurement	True	True				neutral
Quite a few festivals are held in this month .	True	True				neutral
The sizes of cities can be very different .	True	True				neutral
It uses pesticides , machinery , chemical fertilizers	True	True				neutral
The letter A does have six different sounds	True	True				neutral
Average word does have two syllables .	True	True				neutral
The letter A does have six different sounds .	True	True				neutral
This is bad for people 's health	True	True				neutral
