sent_1	positive_1	subsequence_1	sent_2	positive_2	subsequence_2	label
I have heard him laugh often , and it has always boded ill to somebody .	True	True	I do say now that he is a crazy man	True	True	neutral
I had opportunity to tell the baronet what I had learned about Mrs. Lyons upon the evening before	True	True	you could celebrate him without being known yourself	True	True	neutral
"If I had every confidence in your nerve and courage I would suggest it , but it is essential that you should do it . """	True	True	us get together	True	True	neutral
He came out	True	True	he is still on the moor	True	True	neutral
you were inside it	True	True	he was able to give of his ancestors	True	True	neutral
It means good to anyone of the name of Baskerville	True	True	my friend 's explanation will cover the facts	True	True	neutral
you have	True	True	I have in my life seen anything more clearly	True	True	neutral
"` ` Would it be well in the first place to get rid of this Barrymore couple ? """	True	True	there is reason why we should take anyone into our confidence	True	True	neutral
There are a few gipsies and labouring folk for whom I can answer	True	True	the people who are so interested in our friend have settled down in his own hotel	True	True	neutral
I do know that Watson and I are much the wiser since we came down	True	True	"` ` I do know how I could employ my time better . """	True	True	neutral
you have had some report within the last few days	True	True	it a costly amusement	True	True	neutral
there are rights of property	True	True	can prevent me from going to the home of my own people	True	True	neutral
it is my secret	True	True	the lady is there	True	True	neutral
it means a very great deal to the countryside	True	True	We had arranged plan of campaign	True	True	neutral
there is one whose initials are those	True	True	there was sign of a wound	True	True	neutral
you told it to us	True	True	We have shaken him off	True	True	neutral
I can say anything definite	True	True	one in particular has lived there since	True	True	neutral
it was entirely a question of imagination	True	True	they are watched	True	True	neutral
"` ` He can escape us , madam . """	True	True	I would try to keep it from you	True	True	neutral
he , ` ` Holmes , with all his wisdom , did foresee some things which have happened since I have been on the moor	True	True	Barrymore had to carry out the food to it	True	True	neutral
I hesitated but could escape the question .	True	True	Watson and I are much the wiser since we came down	True	True	neutral
hardly a day has passed that he has called at the Hall to see how we were getting on	True	True	It is to be wondered at , for time hangs heavily in this lonely spot to an active man like him , and she is a very fascinating and beautiful woman .	True	True	neutral
as a conscientious detective my first duty is not to arrest the whole household	True	True	I was more glad to see anyone in my life	True	True	neutral
Evil indeed is the man who has one woman to mourn him .	True	True	there was sign within it of that desperate and defiant villain whom we expected to see	True	True	neutral
"If it concerned one but myself I would t try to keep it from you . """	True	True	It was as if the Barrymores had taken us into their confidence	True	True	neutral
to lose one of your boots is part of the ordinary routine of life over here	True	True	"There 's safety for anyone until he is under lock and key . """	True	True	neutral
he could find it in print	True	True	sign could we see of the man whom we were chasing	True	True	neutral
he was up all night	True	True	I had even time to put on my hat	True	True	neutral
To rake this up could help our poor master	True	True	we can employ our time better than by calling upon your acquaintance , Mrs. Laura Lyons	True	True	neutral
I have handled there	True	True	I could for the instant realize that that moan had been the passing of his soul	True	True	neutral
my uncle got a little jumpy if he lived all alone in such a house as this	True	True	it was to see her that you had gone	True	True	neutral
I did say that I desired you to do it	True	True	Barrymore had not been in London all the time	True	True	neutral
this will be wanting if the lady is willing	True	True	` It is useless for us to pretend that we do know you , Dr. Watson	True	True	neutral
he who is lying yonder	True	True	I been living in the Hall	True	True	neutral
"` ` There is alternative , I assure you . """	True	True	"I do know as I could say more than that . """	True	True	neutral
it concerned one but myself	True	True	` ` There are a few gipsies and labouring folk for whom I can t answer , but among the farmers or gentry there is one whose initials are those .	True	True	neutral
I can always give reasons for what I say or do	True	True	I do think that I am a coward	True	True	neutral
There was certainly physical injury of some kind .	True	True	it does seem a very cheerful place	True	True	neutral
"` ` I can say anything definite , for I do know anything definite . """	True	True	"` ` I can say that he did . """	True	True	neutral
"You certainly must go alone . """	True	True	I can answer that question	True	True	neutral
it does bring him down	True	True	for heaven 's sake do let them know that they are watched	True	True	neutral
I need tell you that it means a very great deal to the countryside	True	True	there is light in some other room except the kitchen	True	True	neutral
he had been her brother	True	True	he is not a crazy man	True	True	neutral
my feelings towards his sister were such as I was ashamed of	True	True	"I repeat that the lady is his wife and his sister . """	True	True	neutral
He had seen this lonely man upon the tor and could feel the thrill which his strange presence and his commanding attitude had given to me .	True	True	"` ` I do say now that he is a crazy man , "" said Sir Henry ; ` ` I can forget the look in his eyes when he ran at me this morning , but I must allow that no man could make a more handsome apology than he has done . """	True	True	neutral
It would be a poor expert who could give the date of a document within a decade or so .	True	True	I may know exactly where he is	True	True	neutral
he should see them	True	True	a warning is for your own good	True	True	neutral
I have doubt that anxiety and exposure have driven him off his head	True	True	"I should be surprised if this were an answer to my question . """	True	True	neutral
it is or is advisable for you to go to Baskerville Hall	True	True	"` ` The story took a great hold upon the imagination of Sir Charles , and I have doubt that it led to his tragic end . """	True	True	neutral
I have been on the moor	True	True	` ` Well , sir , I thought no more of the matter , and would have done had it not been for my wife .	True	True	neutral
"We can leave it here to the foxes and the ravens . """	True	True	I do feel as if I could give the man up	True	True	neutral
I am certain that he does wish their intimacy to ripen into love	True	True	We have gone out without keeping a sharp watch	True	True	neutral
The Hall and the moor are very pleasant places when one is alone	True	True	you should have called me in	True	True	neutral
"I had idea that you had found my occasional retreat , still less that you were inside it , until I was within twenty paces of the door . """	True	True	you sent me down	True	True	neutral
I had left it	True	True	` ` Well , I can blame you for standing by your own wife .	True	True	neutral
I can answer that question	True	True	the Barrymores had taken us into their confidence	True	True	neutral
he would express his whole opinion out of consideration for the feelings of the baronet	True	True	My eyes have been trained to examine their trimmings	True	True	neutral
` ` He 'll break into house , sir .	True	True	"I said it in London , Watson , and I say it again now , that yet have we helped to hunt down a more dangerous man than he who is lying yonder ""he swept his long arm towards the huge mottled expanse of green splotched bog which stretched away until it merged into the russet slopes of the moor ."	True	True	neutral
I am a child .	True	True	There could have been a greater contrast between brother and sister	True	True	neutral
we have had a foeman more worthy of our steel	True	True	it has afforded me the protection to which I am entitled	True	True	neutral
"If I had every confidence in your nerve and courage I would suggest it , but it is essential that you should do it . """	True	True	"` ` If you had told us of your own free will it would have been a different thing , "" said the baronet , ` ` you only told us , or rather your wife only told us , when it was forced from you and you could help yourself . """	True	True	neutral
I could help with those	True	True	you came after me in spite of all	True	True	neutral
I could employ my time better	True	True	` He can object to my worldly position	True	True	neutral
you had gone	True	True	He can object to my worldly position	True	True	neutral
I could get past that point	True	True	he is still on the moor	True	True	neutral
` My word , it is a very cheerful place	True	True	What all this meant I could imagine	True	True	neutral
I should be surprised if this were an answer to my question	True	True	` ` It can much matter to him whether it is early or late for the orchids .	True	True	neutral
he went into the station	True	True	I see connection	True	True	neutral
Sir Henry has superstitious fears in the matter	True	True	he would risk recapture by screaming wildly for help	True	True	neutral
There is connection	True	True	I give you my word , sir , that it is my secret , and that I can tell it .	True	True	neutral
he got his food	True	True	"I speak now as a medical man but as a trustee and executor of Sir Charles 's will . """	True	True	neutral
I swore that I would leave the hut until I knew .	True	True	And yet it can be denied that the prosperity of the whole poor , bleak countryside depends upon his presence .	True	True	neutral
I have doubt that we shall succeed in establishing ourselves in some business	True	True	it is a very cheerful place	True	True	neutral
I have an idea	True	True	the lady is willing	True	True	neutral
Stapleton was guarded in his replies , but it was easy to see that he said less than he might , and that he would express his whole opinion out of consideration for the feelings of the baronet .	True	True	I have interest in this matter	True	True	neutral
` ` Well , sir , I thought no more of the matter , and would have done had it not been for my wife .	True	True	I had given him sign of my occupation	True	True	neutral
he is out in a quarter of an hour	True	True	I could call you in without disclosing these facts to the world	True	True	neutral
It is useless for us to pretend that we do know you , Dr. Watson	True	True	you will see that if there was a plot it was against you	True	True	neutral
Sir Henry would be there	True	True	What all this meant I could imagine , but I was deeply ashamed to have witnessed so intimate a scene without my friend 's knowledge .	True	True	neutral
I was within twenty paces of the door	True	True	"I will tell . """	True	True	neutral
I could doubt that this was the Miss Stapleton of whom I had been told , since ladies of any sort must be few upon the moor	True	True	There is smell which might have interfered with his power of scent	True	True	neutral
I can say that	True	True	it were for the loss of the charming companionship of the boys	True	True	neutral
there was direct connection between the hound and the man 's death	True	True	for a time he was responsible for what he said or did	True	True	neutral
"` ` I do believe in such nonsense . """	True	True	No signs of violence were to be discovered upon Sir Charles 's person , and though the doctor 's evidence pointed to an almost incredible facial distortionso great that Dr. Mortimer refused at first to believe that it was indeed his friend and patient who lay before himit was explained that that is a symptom which is t unusual in cases of dyspea and death from cardiac exhaustion .	True	True	neutral
it does seem a very cheerful place	True	True	` that you do look with suspicious eyes upon everyone who received a legacy from Sir Charles , for I also had a thousand pounds left to me	True	True	neutral
Again , there was direct connection between the hound and the man 's death .	True	True	we should take anyone into our confidence	True	True	neutral
you have done me the honour to call here last night and again today	True	True	there would be the least chance of your coming back alive	True	True	neutral
good could come of it	True	True	"` ` Why , you had very much time for talk , "" her brother remarked with the same questioning eyes ."	True	True	neutral
this place contains any secret which we have already fathomed	True	True	"The other is my wife , and I can answer for it that the sound could have come from her . """	True	True	neutral
` ` There are a few gipsies and labouring folk for whom I can t answer , but among the farmers or gentry there is one whose initials are those .	True	True	I had every confidence in your nerve and courage	True	True	neutral
you found time for such things	True	True	I can be of service	True	True	neutral
But I have done my duty w and I will say more .	True	True	we had chance of overtaking him	True	True	neutral
you could celebrate him without being known yourself	True	True	good could come of it	True	True	neutral
I could call you in , Mr. Holmes , without disclosing these facts to the world	True	True	signs of violence were to be discovered upon Sir Charles 's person	True	True	neutral
this was the Miss Stapleton of whom I had been told	True	True	Yet I am certain that he does wish their intimacy to ripen into love	True	True	neutral
There is reason whatever to suspect foul play , or to imagine that death could be from some but natural causes .	True	True	"If you will come down to Baskerville Hall and see me through I 'll forget it . """	True	True	neutral
She was glad to meet me , but when she did it was love that she would talk about , and she would have let me talk about it if she could have stopped it .	True	True	he was upon the moor	True	True	neutral
we expected to see	True	True	that is that we have been shadowed during the last two days	True	True	neutral
"` ` There is object in our following them , """	True	True	with you there is reason why I should t be perfectly frank	True	True	neutral
The noise could have been far away and was certainly in the house .	True	True	You can think the wonderful secrets which it contains .	True	True	neutral
There could have been a greater contrast between brother and sister	True	True	I am proud to say that I had interest in the matter .	True	True	neutral
He returned .	True	True	That means that while they are , as we have seen , very anxious to watch him , they are equally anxious that he should see them .	True	True	neutral
"Stapleton would let it go unless he had reason to think that Sir Henry would be there . """	True	True	I 'll forget it	True	True	neutral
it was against you	True	True	What all this meant I could imagine	True	True	neutral
anxiety and exposure have driven him off his head	True	True	the mire has them in its clutches	True	True	neutral
There was light save in the dining room , but Holmes caught up the lamp and left corner of the house unexplored .	True	True	I followed the footsteps down the yew alley , I saw the spot at the moor gate where he seemed to have waited , I remarked the change in the shape of the prints after that point , I ted that there were other footsteps save those of Barrymore on the soft gravel , and finally I carefully examined the body , which had t been touched until my arrival .	True	True	neutral
"` ` Mrs. Lyons , "" said I as I rose from this long and inconclusive interview , ` ` you are taking a very great responsibility and putting yourself in a very false position by making an absolutely clean breast of all that you know ."	True	True	I had interest in the matter	True	True	neutral
they do mean that I have done anything to forfeit your confidence	True	True	I have confided to anyone	True	True	neutral
I had sworn to go about alone	True	True	His gray clothes and jerky , zigzag , irregular progress made him unlike some huge moth himself .	True	True	neutral
empty one was in sight	True	True	you are in a tight place	True	True	neutral
` Why , there 's good my telling you things , for you seem to kw as much as I do already	True	True	I would do exactly what he wanted all day and ask questions	True	True	neutral
there is tenant of the Hall	True	True	he would wish me to go with him	True	True	neutral
I could possibly have done had I been living in the Hall	True	True	"You did know , Dr. Mortimer , that you were followed this morning from my house ? """	True	True	neutral
I would suggest it	True	True	you will have difficulty in recognizing him , and her also , if you know her by sight	True	True	neutral
He is one whom I have seen down here , and I have w met all the neighbours .	True	True	I saw a Devonshire man who did not swear by his county	True	True	neutral
one could allow her to go hopelessly to the bad	True	True	Sir Henry 's falling in love could do harm to anyone except Sir Henry	True	True	neutral
It is asking much of a wealthy man to come down and bury himself in a place of this kind , but I need tell you that it means a very great deal to the countryside .	True	True	hear a hound upon the moor would work a hard man like this convict into such a paroxysm of terror that he would risk recapture by screaming wildly for help	True	True	neutral
I could quite understand the object of your questions this morning	True	True	it led to his tragic end	True	True	neutral
"We have never gone out without keeping a sharp watch , and one could have escaped our tice . """	True	True	he was upon the moor	True	True	neutral
he got his food	True	True	he said	True	True	neutral
"` ` Dr. Mortimer , I think you could do better than to tell your story as you told it to us . """	True	True	the earth told a true story	True	True	neutral
I would leave the hut until I knew	True	True	I fancy the yew alley , though marked under that name , must stretch along this line , with the moor , as you perceive , upon the right of it .	True	True	neutral
I must stop	True	True	One can always have the success for which one hopes	True	True	neutral
I will tell	True	True	Sir Henry would be there	True	True	neutral
she could have returned to Coombe Tracey until the early hours of the morning	True	True	this was the Miss Stapleton of whom I had been told	True	True	neutral
And yet it was quite the last .	True	True	we go to bed this night	True	True	neutral
he was able to give of his ancestors	True	True	he did come	True	True	neutral
it was all legible	True	True	` ` I fancy old Frankland allows her a pittance , but it can be more , for his own affairs are considerably involved .	True	True	neutral
certainly the records which he was able to give of his ancestors were encouraging	True	True	we heard	True	True	neutral
there are few people living within driving distance of this whom you do know	True	True	I hurt man or woman in my life that I know of .	True	True	neutral
I had set his mind at rest about my safety	True	True	he would risk recapture by screaming wildly for help	True	True	neutral
We saw the hound .	True	True	He knew that I was here and that we could refuse to help him .	True	True	neutral
The dog 's jaw , as shown in the space between these marks , is too broad in my opinion for a terrier and broad enough for a mastiff .	True	True	he should see them	True	True	neutral
There could be doubt about the beetling forehead , the sunken animal eyes .	True	True	For half an hour I waited with every nerve on the alert , but there came other sound save the chiming clock and the rustle of the ivy on the wall .	True	True	neutral
It would be as well if you could make it convenient to return before evening .	True	True	Watson and I are much the wiser since we came down	True	True	neutral
we had left him behind us , and I am certain that he could have followed us	True	True	There was possible indication that we intended to go to this hotel	True	True	neutral
I knew	True	True	I am a coward	True	True	neutral
it would give my sister such a fright that I do feel justified in doing it	True	True	` ` He would do anything so mad , sir .	True	True	neutral
To follow them and break into their intimate conversation seemed to be an outrage , and yet my clear duty was for an instant to let him out of my sight .	True	True	` ` We are much better off tonight .	True	True	neutral
` ` One can always have the success for which one hopes .	True	True	L. L. is	True	True	neutral
it can be far if Barrymore had to carry out the food to it	True	True	we have already fathomed	True	True	neutral
we 'll shut that window again , if you do mind	True	True	` But I can forget them , Miss Stapleton	True	True	neutral
Holmes left corner of the house unexplored	True	True	"` ` It 's wonder my uncle felt as if trouble were coming on him in such a place as this , "" said he ."	True	True	neutral
my mission was	True	True	"I am sorry to intrude , but you heard how earnestly Holmes insisted that I should leave you , and especially that you should go alone upon the moor . """	True	True	neutral
It seemed hopeless to pursue the inquiry any farther , but it was clear that in spite of Holmes 's ruse we had no proof that Barrymore had been in London all the time .	True	True	He can leave town at present	True	True	neutral
I did positively say so	True	True	"` ` I did say that I desired you to do it . """	True	True	neutral
There is alternative	True	True	I thought of taking it seriously before	True	True	neutral
There is smell which might have interfered with his power of scent	True	True	it is wonder that he has found it a costly amusement	True	True	neutral
there was sign of a wound	True	True	"` ` I am afraid that I can answer that question . """	True	True	neutral
one word of truth has he told me	True	True	you had gone today	True	True	neutral
` ` There can be doubt about the matter .	True	True	` ` He can leave town at present .	True	True	neutral
he shot in his own warren	True	True	` ` I have doubt that anxiety and exposure have driven him off his head .	True	True	neutral
"` ` You say , Watson , that the lady is there ? "" Holmes asked when I had finished my report ."	True	True	you to do it	True	True	neutral
What the scene meant I could imagine , but it seemed to me that Stapleton was abusing Sir Henry , who offered explanations , which became more angry as the other refused to accept them .	True	True	us get together	True	True	neutral
` ` I find that before the terrible event occurred several people had seen a creature upon the moor which corresponds with this Baskerville demon , and which could possibly be some animal known to science .	True	True	I wrote the letter	True	True	neutral
it was easy to see that he said less than he might , and that he would express his whole opinion out of consideration for the feelings of the baronet	True	True	I should have done so had I known this legend	True	True	neutral
it was difficult for me to guess that it was to see her that you had gone	True	True	I could give the man up	True	True	neutral
I do you appreciate that we have been mourning over you as having broken your neck	True	True	"` ` What a pity we did get the number ! """	True	True	neutral
he said or did	True	True	Yet may we shelter ourselves in the infinite goodness of Providence , which would forever punish the innocent beyond that third or fourth generation which is threatened in Holy Writ .	True	True	neutral
I would leave the hut until I knew	True	True	I have doubt , for example , that the Fernworthy people will burn me in effigy tonight .	True	True	neutral
the matter better	True	True	` ` I said that it was my secret and that I could tell it to you .	True	True	neutral
you should have called me in	True	True	she could have returned to Coombe Tracey until the early hours of the morning	True	True	neutral
my friend here had proposed coming round to you this morning	True	True	I should miss the chance which fortune had thrown in my way	True	True	neutral
I as I rose from this long and inconclusive interview , ` ` you are taking a very great responsibility and putting yourself in a very false position by making an absolutely clean breast of all that you know	True	True	I am a child .	True	True	neutral
Not one word of truth has he told me .	True	True	We had arranged plan of campaign , but the baronet is a man to whom the most direct way is always the most natural .	True	True	neutral
By thunder , if that chap can find my missing boot there will be trouble .	True	True	he was paid for it	True	True	neutral
he lived all alone in such a house as this	True	True	My word , it is a very cheerful place	True	True	neutral
you are yourself luminous	True	True	Mr. James Desmond , who is the next heir , is an elderly gentleman of a very amiable disposition , so that this persecution does arise from him	True	True	neutral
I have done anything to forfeit your confidence	True	True	one else saw it	True	True	neutral
the Barrymores had taken us into their confidence	True	True	These infernal people seem to think that there are rights of property , and that they can swarm where they like with their papers and their bottles .	True	True	neutral
I neglected to get the number	True	True	I will bias your mind by suggesting theories or suspicions	True	True	neutral
you could make it convenient to return before evening	True	True	It means good to anyone of the name of Baskerville	True	True	neutral
By the way , your instructions to me to allow Sir Henry to go out alone will become very much more onerous if a love affair were to be added to our other difficulties .	True	True	To follow them and break into their intimate conversation seemed to be an outrage , and yet my clear duty was for an instant to let him out of my sight .	True	True	neutral
I have interest in this matter	True	True	the explanation of all this could be as innocent as she would have me believe	True	True	neutral
the lady is willing	True	True	The Hall and the moor are very pleasant places when one is alone	True	True	neutral
he must be of Spartan habits	True	True	I could quite understand the object of your questions this morning	True	True	neutral
I was within twenty paces of the door	True	True	Do ask me for particulars .	True	True	neutral
It was a pure bloodhound	True	True	it was such a hound as mortal eyes have seen	True	True	neutral
To this post a figure was tied , so swathed and muffled in the sheets which had been used to secure it that one could for the moment tell whether it was that of a man or a woman .	True	True	No signs of violence were to be discovered upon Sir Charles 's person	True	True	neutral
you could help yourself	True	True	my friend more completely taken aback than by the cabman 's reply	True	True	neutral
"` ` The story took a great hold upon the imagination of Sir Charles , and I have doubt that it led to his tragic end . """	True	True	he has called at the Hall to see how we were getting on	True	True	neutral
the prosperity of the whole poor , bleak countryside depends upon his presence	True	True	them know that they are watched	True	True	neutral
` ` That , unfortunately , is what I can tell you .	True	True	Holmes would listen to such fancies , and I am his agent .	True	True	neutral
There 's safety for anyone until he is under lock and key	True	True	There was light save in the dining room , but Holmes caught up the lamp and left corner of the house unexplored .	True	True	neutral
either my intelligence or my courage must be deficient if I could throw some further light upon these dark places	True	True	There was trace , however , of anything of the kind	True	True	neutral
it is a benevolent or a malevolent agency which is in touch with us	True	True	you have had some report within the last few days	True	True	neutral
She was glad to meet me , but when she did it was love that she would talk about , and she would have let me talk about it either if she could have stopped it .	True	True	I could throw some further light upon these dark places	True	True	neutral
I saw rather than heard	True	True	I do like it , Dr. Watson	True	True	neutral
it was merely for the purpose of examining my skull that you have done me the honour to call here last night and again today	True	True	I do think I 'll get that cry out of my head	True	True	neutral
Again , you will observe that the words are gummed on in an accurate line , but that some are much higher than others .	True	True	more complex case had come to him in all the long series of his sensational investigations	True	True	neutral
he has done	True	True	you have done me the honour to call here last night and again today	True	True	neutral
I had quite understood until that instant how delicate my mission was	True	True	It is what we know , but what we can prove .	True	True	neutral
there was getting out of it	True	True	my acquaintance paused for an instant	True	True	neutral
I had read all the letter	True	True	anxiety and exposure have driven him off his head	True	True	neutral
he has found it a costly amusement	True	True	L. L. is	True	True	neutral
We have shaken him off .	True	True	"` ` I could quite understand the object of your questions this morning , Sir Henry , "" said he ."	True	True	neutral
this were an answer to my question	True	True	I do know what to believe	True	True	neutral
` ` I just do attempt to explain it .	True	True	"` ` What ! you do mean to say? """	True	True	neutral
"You do believe such nonsense as that ? "" said I ."	True	True	It is my intention to be fulsome	True	True	neutral
I have means of checking you	True	True	he has quite grasped the significance of this sentence	True	True	neutral
There is reason whatever to suspect foul play , or to imagine that death could be from some but natural causes	True	True	I do know that this place contains some secret which we have already fathomed	True	True	neutral
We heard it , but we could prove that it was running upon this man 's trail .	True	True	it was easy to see that he said less than he might , and that he would express his whole opinion out of consideration for the feelings of the baronet	True	True	neutral
one would under the circumstances expect	True	True	"` ` It is the baronetit iswhy , it is my neighbour , the convict ! """	True	True	neutral
Barrymore had not been in London all the time	True	True	You are fit for further adventures tonight .	True	True	neutral
there came other sound save the chiming clock and the rustle of the ivy on the wall	True	True	I will mention the matter again	True	True	neutral
you had found my occasional retreat	True	True	me to guess that it was to see her that you had gone	True	True	neutral
He referred to her again and again on our walk home , and since then hardly a day has passed that we have seen something of the brother and sister .	True	True	I should find the hut and its tenant should be within it	True	True	neutral
I had quite understood until that instant how delicate my mission was .	True	True	it would be treating you unfairly to tell you all that I know about the matter	True	True	neutral
I had been upon the moor	True	True	it had approached the body	True	True	neutral
he had trusted himself upon foot	True	True	I therefore spent the day at my club and did return to Baker Street until evening .	True	True	neutral
you should go alone upon the moor	True	True	one gave them a thought	True	True	neutral
I took particular notice of his letters	True	True	He is one whom I have seen down here , and I have w met all the neighbours .	True	True	neutral
my friend here had proposed coming round to you this morning	True	True	With the exception of Mr. Frankland , of Lafter Hall , and Mr. Stapleton , the naturalist , there are other men of education within many miles	True	True	neutral
I remarked the change in the shape of the prints after that point , I ted that there were other footsteps save those of Barrymore on the soft gravel	True	True	my feelings towards his sister were such as I was ashamed of	True	True	neutral
Today we mean to communicate to the Princetown people where they should look for their missing man , but it is hard lines that we have actually had the triumph of bringing him back as our own prisoner .	True	True	I had an opportunity of seeing something of the stranger	True	True	neutral
you first spoke to me	True	True	he should see them	True	True	neutral
"But now you have heard it , and you will see that if there was a plot it was against you . """	True	True	One Murphy , a gipsy horse dealer , was on the moor at great distance at the time	True	True	neutral
you should go alone upon the moor	True	True	there was movement	True	True	neutral
the poor devil of a convict ran and screamed	True	True	I was the only witness of their interview	True	True	neutral
I do like it , Dr. Watson	True	True	There 's doubt about the authenticity	True	True	neutral
What it all means I can guess	True	True	he did	True	True	neutral
To rake this up could help our poor master , and it 's well to go carefully when there 's a lady in the case .	True	True	"I am much mistaken if it does bring him down . """	True	True	neutral
he has called at the Hall to see how we were getting on	True	True	there is a man here who does fear to invoke it	True	True	neutral
one else saw it	True	True	we have already fathomed	True	True	neutral
We have gone out without keeping a sharp watch	True	True	I did return to Baker Street until evening	True	True	neutral
"` ` I never saw a Devonshire man who did swear by his county , "" I remarked ."	True	True	the course of true love does run quite as smoothly as one would under the circumstances expect	True	True	neutral
would certainly have pined away at the door of my hut , as a dog does at his master 's grave , if I had set his mind at rest about my safety	True	True	there came other sound save the chiming clock and the rustle of the ivy on the wall	True	True	neutral
` I have doubt that you would have had a more lively evening	True	True	There was certainly physical injury of some kind .	True	True	neutral
one saw it by day	True	True	I can hear word of it	True	True	neutral
you saw more of him	True	True	I can get it clear yet	True	True	neutral
"I 'll have a row of electric lamps up here inside of six months , and you wo know it again , with a thousand candle power Swan and Edison right here in front of the hall door . """	True	True	we could refuse to help him	True	True	neutral
We 're likely to forget him	True	True	I had the good fortune to help you	True	True	neutral
it is wonder that he has found it a costly amusement	True	True	him laugh often	True	True	neutral
there was sign of a wound	True	True	I 'll get that cry out of my head	True	True	neutral
I swear that aher day shall have passed before I have done all that man can do to reach the heart of the mystery .	True	True	I have pushed it to the length of getting into a box to think , but that is the logical outcome of my convictions .	True	True	neutral
` ` We know now that the people who are so interested in our friend have settled down in his own hotel .	True	True	he lived all alone in such a house as this	True	True	neutral
we have case at present	True	True	you had gone	True	True	neutral
Fortunately we were discouraged , and we determined to try again .	True	True	we have been shadowed during the last two days	True	True	neutral
mong the farmers or gentry there is one whose initials are those	True	True	when I wrote the letter I dreamed of some harm to the old gentleman , who had been my kindest friend	True	True	neutral
anxiety and exposure have driven him off his head	True	True	I never saw a Devonshire man who did swear by his county	True	True	neutral
we know	True	True	we see of the man whom we were chasing	True	True	neutral
his strange presence and his commanding attitude had given to me	True	True	My eyes have been trained to examine faces and their trimmings .	True	True	neutral
we have not already fathomed	True	True	It was the convict	True	True	neutral
Do think that it was a delusion	True	True	he had been her brother	True	True	neutral
there is man upon earth who can prevent me from going to the home of my own people , and you may take that to be my final answer	True	True	` ` Well , sir , I thought no more of the matter , and never would have done had it been for my wife .	True	True	neutral
It was unlikely that she would dare to say that she had been to Baskerville Hall if she really had been , for a trap would be necessary to take her there , and could have returned to Coombe Tracey until the early hours of the morning .	True	True	I was in hurry to leave it	True	True	neutral
many of the family have been unhappy in their deaths , which have been sudden , bloody , and mysterious	True	True	I could tell whence the sound came	True	True	neutral
Every day we hoped that he was gone , but as long as he was there we could desert him .	True	True	"` ` My dear fellow , "" said he , ` ` Holmes , with all his wisdom , did foresee some things which have happened since I have been on the moor ."	True	True	neutral
his being overtaken before he can reach us	True	True	"` ` I have come to some conclusion . """	True	True	neutral
I had suffered more so than during that long drive in the darkness	True	True	` ` Well , it can be far if Barrymore had to carry out the food to it .	True	True	neutral
he ran at me this morning	True	True	the missing boot is found	True	True	neutral
it go	True	True	it is all empty superstition	True	True	neutral
I suppose that it does always run loose upon the moor .	True	True	I did know that you found time for such things	True	True	neutral
` that you do look with suspicious eyes upon everyone who received a legacy from Sir Charles , for I also had a thousand pounds left to me	True	True	his being overtaken before he can reach us	True	True	neutral
` ` My dear Watson , clumsy as I have been , you surely do seriously imagine that I neglected to get the number ?	True	True	you first spoke to me	True	True	neutral
the lady is willing	True	True	it were for the late Sir Charles Baskerville and some other kind hearts	True	True	neutral
It had crossed my mind however , that he would wish me to go with him	True	True	our friend has large ideas and means to spare pains or expense to restore the grandeur of his family	True	True	neutral
With the exception of Mr. Frankland , of Lafter Hall , and Mr. Stapleton , the naturalist , there are other men of education within many miles	True	True	"Now , Watson , I think that we can employ our time better than by calling upon your acquaintance , Mrs. Laura Lyons . """	True	True	neutral
` ` I can forget the look in his eyes when he ran at me this morning , but I must allow that no man could make a more handsome apology than he has done	True	True	He had seen this lonely man upon the tor and could feel the thrill which his strange presence and his commanding attitude had given to me .	True	True	neutral
it is our friend Sir Henry	True	True	` ` There can be doubt about the matter .	True	True	neutral
I could employ my time better	True	True	there were traces upon the ground round the body	True	True	neutral
I am antiquarian , but I could imagine that they were some unwarlike and harried race who were forced to accept that which ne other would occupy .	True	True	you have had some report within the last few days	True	True	neutral
Holmes was sitting with his back to me , and I had given him sign of my occupation .	True	True	I left Sir Henry behind without some prickings of conscience	True	True	neutral
Holmes caught up the lamp and left corner of the house unexplored	True	True	he is out in a quarter of an hour	True	True	neutral
creeper to break its harsh outline	True	True	we have actually had the triumph of bringing him back as our own prisoner	True	True	neutral
I am sure that of all the five hundred cases of capital importance which I have handled there is one which cuts so deep	True	True	you will have difficulty in recognizing him , and her also , if you kw her by sight	True	True	neutral
it a costly amusement	True	True	Both Sir Henry and I were concerned at their situation , and it was suggested that Perkins the groom should go over to sleep there , but Stapleton would hear of it .	True	True	neutral
I may know exactly where he is	True	True	that chap can find my missing boot	True	True	neutral
"` ` No , I can say that . """	True	True	Mr. Sherlock Holmes , who was usually very late in the mornings , save upon those infrequent occasions when he was up all night , was seated at the breakfast table .	True	True	neutral
that 's you	True	True	we do wait for formal introductions	True	True	neutral
"A kind of gentleman he was , as far as he could see , but what he was doing he could make out . """	True	True	I can explain	True	True	neutral
it means a very great deal to the countryside	True	True	To rake this up could help our poor master	True	True	neutral
you do mind	True	True	` ` Yes ; I see reason for further concealment .	True	True	neutral
I just do attempt to explain it	True	True	it is hard lines that we have actually had the triumph of bringing him back as our own prisoner	True	True	neutral
I will say more	True	True	we have had a foeman more worthy of our steel	True	True	neutral
You do mind my driving straight home	True	True	You bear him good will	True	True	neutral
