sent_1	sent_2	label	positive_1	positive_2	subsequence_1	subsequence_2
I call it luck , but it would not have come my way had I not been looking out for it .	their abstraction was the motive of the crime	neutral	False	True	False	True
The man was unknown there .	She would have said ` Godspeed ' had it been so	neutral	False	True	False	True
I can assure you that every word I have said is the truth , and that , outside of what I have told you , I know absolutely nothing about the fate of this man .	he was in some danger	neutral	False	True	False	True
"It has been a long evening , and I do not think my nerve is as good as it was . """	I have doubt that there were times when my life hung in the balance	neutral	False	True	False	True
""" No , there was no attempt at robbery . """	He could do little during the day , for Murillo took every precaution and went out save with his satellite Lucas , or Lopez as he was known in the days of his greatness .	neutral	False	True	False	True
The woman 's disappearance counts for nothing , since in that extraordinary household any member of it might be invisible for a week .	he had ruined	neutral	False	True	False	True
"But no one can glance at your toilet and attire without seeing that your disturbance dates from the moment of your waking . """	` I did say so , Mr. Holmes	neutral	False	True	False	True
It was not , I must confess , a very alluring prospect .	after mine I asked questions	neutral	False	True	False	True
Where they came from , or who they are , nobody has an idea .	he could not lay his hands upon him	neutral	False	True	False	True
Apparently the tenants had brought little or nothing with them , and all the furniture down to the smallest details had been taken over with the house .	he was in some danger	neutral	False	True	False	True
he thought	I am convinced that you are on the right lines	neutral	False	True	True	True
I do not pretend to understand it all yet , but very curious people anyway .	We can arrest without her evidence , that is clear	neutral	False	True	False	True
I think , Watson , a brandy and soda would do him no harm .	I tell you , sir , I could move a finger , nor get my breath , till it whisked away and was gone .	neutral	False	True	False	True
Garcia was walking in that direction and hoped , according to my reading of the facts , to be back in Wisteria Lodge in time to avail himself of an alibi , which would only be valid up to one o'clock	justice , if belated , had come at last	neutral	False	True	True	True
"Meanwhile we can thank our lucky fate which has rescued us for a few short hours from the insufferable fatigues of idleness . """	"I do want you to commit yourself too far unless you are sure . """	neutral	False	True	False	True
I could not leave it where it was	the work was done	neutral	False	True	True	True
` I know , sir , I know	he could lay his hands upon him	neutral	False	True	True	True
""" I have looked into this case with some care , and I am not convinced that you are on the right lines ."	"I should have thought you had a nerve in your body . """	neutral	False	True	False	True
""" I 'm bound to say that I make nothing of the note except that there was something on hand , and that a woman , as usual was at the bottom of it . """	I could leave it where it was	neutral	False	True	False	True
But there was something in the ice-cold reasoning of Holmes which made it impossible to shrink from any adventure which he might recommend .	he made remark as to the contents	neutral	False	True	False	True
They were all confederates in the same unknown crime .	I have doubt that there were times when my life hung in the balance .	neutral	False	True	False	True
It was suggested , but never proved , that the deceased gentleman may have had valuables in the house , and that their abstraction was the motive of the crime .	It was black	neutral	False	True	False	True
Day succeeded day	My mind is like a racing engine , tearing itself to pieces because it is connected up with the work for which it was built .	neutral	False	True	True	True
you would have done had you never been interrupted	Baynes has got him	neutral	False	True	True	True
""" I did not say so , Mr. Holmes ; I did not say so ."	such a situation continue	neutral	False	True	False	True
it certainly presents some novel and interesting features	I think , Watson , a brandy and soda would do him harm .	neutral	False	True	True	True
""" Never in my life have I been placed in such a situation ."	I have all my facts yet	neutral	False	True	False	True
you would have done	you have objection to my collaborating with you , Mr. Baynes	neutral	False	True	True	True
If it were the devil himself a constable on duty should never thank God that he could not lay his hands upon him .	I have yet heard what has happened to Mr. Garcia	neutral	False	True	False	True
"I should not have thought you had a nerve in your body . """	this house can be more than a mile or two from Oxshott	neutral	False	True	False	True
There is , on the face of it , something unnatural about this strange and sudden friendship between the young Spaniard and Scott Eccles .	I sprang out , they tried to drag me back , and had it been for the help of this good man , who led me to the cab , I should never had broken away .	neutral	False	True	False	True
By some juggling of the clocks it is quite possible that they may have got Scott Eccles to bed earlier than he thought	I have yet heard what has happened to Mr. Garcia , nor what has become of his household	neutral	False	True	True	True
they may have got Scott Eccles to bed earlier than he thought	"` ` But I beg to point out that I have yet heard what has happened to Mr. Garcia , nor what has become of his household . """	neutral	False	True	True	True
It is a lonely corner	it would have come my way had I been looking out for it	neutral	False	True	True	True
It was not black , sir	you do mean that I am suspected	neutral	False	True	True	True
I sha not forget the face at the carriage window as I led her away .	"But there 's something in Inspector Baynes which I can quite understand . """	neutral	False	True	False	True
"This is not talk for a police-constable . """	it was built	neutral	False	True	False	True
they tried to drag me back	He made remark	neutral	False	True	True	True
I call it luck	I could get my breath	neutral	False	True	True	True
"Your powers , if I may say so without offence , seem superior to your opportunities . """	She would have said ` Godspeed ' had it been so .	neutral	False	True	False	True
it luck	I did say so	neutral	False	True	True	True
But this theory would not work .	it was really more than twelve	neutral	False	True	False	True
I know	I sprang out , they tried to drag me back , and had it not been for the help of this good man , who led me to the cab , I should had broken away .	neutral	False	True	True	True
He said little about the case	you had a nerve in your body	neutral	False	True	True	True
he calls himself	the bed had been slept in	neutral	False	True	True	True
""" Well , sir , it did not appear to be a matter which concerned the police , and yet , when you have heard the facts , you must admit that I could not leave it where it was ."	such a thing has happened before	neutral	False	True	False	True
"You do not meanyou do not mean that I am suspected ? """	I can make the man out	neutral	False	True	False	True
"Pray do not think it a liberty if I give you a word of friendly warning . """	you do mean that I am suspected	neutral	False	True	False	True
It was not black , sir	I could leave it where it was	neutral	False	True	True	True
"I desire you to spare no expense and no pains to get at the truth . """	you to commit yourself too far unless you are sure	neutral	False	True	False	True
""" Do not blame me . """	it would have come my way had I been looking out for it	neutral	False	True	False	True
I am suspected	there is fiend in hell like Juan Murillo	neutral	False	True	True	True
The whole inexplicable tangle seemed to straighten out before me .	I do know what made me look up	neutral	False	True	False	True
Telegraphic inquiries had been already made which showed that Marx knew nothing of his customer save that he was a good payer .	his victims still cry for vengeance	neutral	False	True	False	True
It is equally certain that this house can not be more than a mile or two from Oxshott , since Garcia was walking in that direction and hoped , according to my reading of the facts , to be back in Wisteria Lodge in time to avail himself of an alibi , which would only be valid up to one o'clock .	he had ruined	neutral	False	True	False	True
you have heard the facts	tearing itself to pieces because it is connected up with the work for which it was built	neutral	False	True	True	True
He is a man likely to be congenial to a quick witted Latin	the murderers were arrested	neutral	False	True	True	True
it was	you are on the right lines	neutral	False	True	True	True
He is not particularly intelligentnot a man likely to be congenial to a quick-witted Latin .	Garcia did return by a certain hour	neutral	False	True	False	True
I always did	I sha forget the face at the carriage window as I led her away .	neutral	False	True	True	True
""" We can imagine that in the confusion of flight something precious , something which he could not bear to part with , had been left behind ."	the gloomy presence of the taciturn servant did help to enliven us	neutral	False	True	False	True
"To us there is no fiend in hell like Juan Murillo , and no peace in life while his victims still cry for vengeance . """	this theory would work	neutral	False	True	False	True
""" I was sure Henderson , as he calls himself , felt that he was suspected , and that he would lie low and make no move so long as he thought he was in any danger ."	` ` I did say so , Mr. Holmes ; I did say so .	neutral	False	True	False	True
The woman 's disappearance counts for nothing , since in that extraordinary household any member of it might be invisible for a week .	The room was empty , and the bed had been slept in .	neutral	False	True	False	True
it luck	my nerve is as good as it was	neutral	False	True	True	True
you have heard the facts	` ` I did say so , Mr. Holmes ; I did say so .	neutral	False	True	True	True
How they murdered him I do not know , save that it was Murillo 's hand who struck him down , for Lopez had remained to guard me .	But the attempt was a dangerous one , and if Garcia did return by a certain hour it was probable that his own life had been sacrificed .	neutral	False	True	False	True
""" I did not say so , Mr. Holmes ; I did not say so ."	they murdered him	neutral	False	True	False	True
I know , sir	his victims still cry for vengeance	neutral	False	True	True	True
"Please arrange your thoughts and let me know , in their due sequence , exactly what those events are which have sent you out unbrushed and unkempt , with dress boots and waistcoat buttoned awry , in search of advice and assistance . """	he thought he was in some danger	neutral	False	True	False	True
the attempt was a dangerous one	a brandy and soda would do him harm	neutral	False	True	True	True
The room was empty	I do pretend to understand it all yet	neutral	False	True	True	True
There are no better instruments than discharged servants with a grievance , and I was lucky enough to find one .	Henderson , as he calls himself , felt that he was suspected , and that he would lie low and make move so long as he thought he was in some danger	neutral	False	True	False	True
"But there 's something in Inspector Baynes which I can not quite understand . """	If it were the devil himself a constable on duty should never thank God that he could lay his hands upon him .	neutral	False	True	False	True
""" If I did not know you were a good man , Walters , I should put a black mark against you for this ."	But the many whose lives he had ruined , whose nearest and dearest had suffered torture and death at his hands , would let the matter rest .	neutral	False	True	False	True
it whisked away and was gone	But this theory would work .	neutral	False	True	True	True
that is clear	He gave up all pretence at conversation and sat , smoking endless cigarettes , lost in his own thoughts , but he made remark as to the contents .	neutral	False	True	True	True
"I picked this out unburned from the back of it . """	"But one can glance at your toilet and attire without seeing that your disturbance dates from the moment of your waking . """	neutral	False	True	False	True
""" I do not quite understand . """	` ` All would now have been well for them had it been for my knowledge of what they had done .	neutral	False	True	False	True
""" No , there was no attempt at robbery . """	my friend took step forward	neutral	False	True	False	True
No woman would ever send a reply paid telegram .	` ` Well , sir , it did appear to be a matter which concerned the police , and yet , when you have heard the facts , you must admit that I could leave it where it was .	neutral	False	True	True	True
"He says that they are not human . """	Every effort was made by Inspector Baynes , who has the case in hand , to ascertain the hiding place of the fugitives , and he had good reason to believe that they had gone far but were lurking in some retreat which had been already prepared .	neutral	False	True	False	True
"We can not arrest without her evidence , that is clear , so the sooner we get a statement the better . """	in any case it is likely that when Garcia went out of his way to tell him that it was one it was really more than twelve	neutral	False	True	False	True
I have no doubt that there were times when my life hung in the balance .	I do think my nerve is as good as it was	neutral	False	True	False	True
The old house with its atmosphere of murder , the singular and formidable inhabitants , the unknown dangers of the approach , and the fact that we were putting ourselves legally in a false position all combined to damp my ardour .	I am suspected	neutral	False	True	False	True
He said little about the case , but from that little we gathered that he also was not dissatisfied at the course of events .	it was Murillo 's hand who struck him down	neutral	False	True	False	True
"But no one can glance at your toilet and attire without seeing that your disturbance dates from the moment of your waking . """	He made remark	neutral	False	True	False	True
"To us there is no fiend in hell like Juan Murillo , and no peace in life while his victims still cry for vengeance . """	It was , I must confess , a very alluring prospect .	neutral	False	True	False	True
Henderson never by any chance walks alone .	He made remark , but the matter remained in his thoughts , for he stood in front of the fire afterwards with a thoughtful face , smoking his pipe , and casting an occasional glance at the message .	neutral	False	True	False	True
I call it luck , but it would not have come my way had I not been looking out for it .	you to present in that compact form which is dear to your heart	neutral	False	True	False	True
""" I 'm sure it must look very bad , Mr. Holmes , and I am not aware that in my whole life such a thing has ever happened before ."	You do mean	neutral	False	True	False	True
""" All would now have been well for them had it not been for my knowledge of what they had done ."	You can imagine my surprise when I found that there was one there .	neutral	False	True	False	True
But the attempt was a dangerous one , and if Garcia did not return by a certain hour it was probable that his own life had been sacrificed .	"Out I ran and through the shrubbery , but thank God there was one there . """	neutral	False	True	False	True
I do not know what made me look up , but there was a face looking in at me through the lower pane .	` ` I kw , sir , I kw ; but it shook me , sir , and there 's use to deny it .	neutral	False	True	False	True
Our client smoothed down his unbrushed hair and felt his unshaven chin .	After his habit he said thing , and after mine I asked questions .	neutral	False	True	False	True
My mind is like a racing engine , tearing itself to pieces because it is not connected up with the work for which it was built .	I did know you were a good man	neutral	False	True	False	True
I see no charm in the man .	us say more about it	neutral	False	True	False	True
The dinner itself was neither well served nor well cooked , and the gloomy presence of the taciturn servant did not help to enliven us .	"` ` I suppose that you have objection to my collaborating with you , Mr. Baynes ? """	neutral	False	True	False	True
"You do not meanyou do not mean that I am suspected ? """	We could doubt that justice , if belated , had come at last	neutral	False	True	False	True
He continually drummed his fingers on the table , gnawed his nails , and gave other signs of nervous impatience .	us say more about it	neutral	False	True	False	True
""" Nothing , as things turned out , but everything had they gone another way ."	"` ` I do quite understand . """	neutral	False	True	False	True
I know	I do pretend to understand it all yet , but very curious people anyway .	neutral	False	True	True	True
""" I have not all my facts yet , but I do not think there are any insuperable difficulties ."	he would make move so long as he thought he was in some danger	neutral	False	True	False	True
The room was empty , and the bed had never been slept in .	they had done	neutral	False	True	False	True
It was not black , sir , nor was it white , nor any colour that I know but a kind of queer shade like clay with a splash of milk in it .	It was a very alluring prospect	neutral	False	True	False	True
There is nothing upon which we can apply for a warrant .	I sha forget the face at the carriage window as I led her away	neutral	False	True	False	True
I tell you , sir , I could not move a finger , nor get my breath , till it whisked away and was gone .	"I suppose the whole thing is a vision and a touch of nerves ? """	neutral	False	True	False	True
I can not quite understand	the case is a very complex one	neutral	False	True	True	True
""" His voice is unmistakable ."	Private detectives are a class with whom I have absolutely sympathy	neutral	False	True	False	True
I must confess	I see charm in the man	neutral	False	True	True	True
Our client smoothed down his unbrushed hair and felt his unshaven chin .	they had done	neutral	False	True	False	True
"You saw yourself how neither of the inspectors dreamed of questioning his statement , extraordinary as it was . """	There 's link between the two save for Henderson 's own servant , who serves the family 's meals .	neutral	False	True	False	True
""" This is very painfulvery painful and terrible , "" said Mr. Scott Eccles in a querulous voice , "" but it is really uncommonly hard on me ."	I do know what made me look up , but there was a face looking in at me through the lower pane .	neutral	False	True	False	True
I thought nothing of it at the time .	there was one there	neutral	False	True	False	True
He in turn had friends among the indoor servants who unite in their fear and dislike of their master .	Our difficulties are over	neutral	False	True	False	True
Our client looked down with a rueful face at his own unconventional appearance .	It is a lonely corner , and there is house within a quarter of a mile of the spot .	neutral	False	True	False	True
it had not been obvious to me before	it was destined that our investigation should have so adventurous an ending	neutral	False	True	True	True
If it were the devil himself a constable on duty should never thank God that he could not lay his hands upon him .	it was	neutral	False	True	False	True
"I do not want you to commit yourself too far unless you are sure . """	She would have said ` Godspeed ' had it been so .	neutral	False	True	False	True
Day succeeded day , and my friend took no step forward .	` I did say so , Mr. Holmes	neutral	False	True	False	True
"No , no , we shall all be justified when we see the tenants of High Gable at the next Guildford Assizes . """	They banded themselves into a society which should be dissolved until the work was done .	neutral	False	True	False	True
"No , no , we shall all be justified when we see the tenants of High Gable at the next Guildford Assizes . """	there were times when my life hung in the balance	neutral	False	True	False	True
I ran and through the shrubbery	` ` Well , sir , it did appear to be a matter which concerned the police , and yet , when you have heard the facts , you must admit that I could leave it where it was .	neutral	False	True	True	True
you would have done	he thought he was in some danger	neutral	False	True	True	True
It is a lonely corner , and there is no house within a quarter of a mile of the spot .	him harm	neutral	False	True	False	True
""" No , sir ; I believe you mean well by me ."	I did say so	neutral	False	True	False	True
I had nothing to do with my host going off upon a nocturnal excursion and meeting so sad an end .	this house can be more than a mile or two from Oxshott , since Garcia was walking in that direction and hoped , according to my reading of the facts , to be back in Wisteria Lodge in time to avail himself of an alibi , which would only be valid up to one o'clock	neutral	False	True	False	True
This is talk for a police constable	it is connected up with the work for which it was built	neutral	False	True	True	True
I never gave a thought to my toilet .	they are human	neutral	False	True	False	True
It has been a long evening	their abstraction was the motive of the crime	neutral	False	True	True	True
After his habit he said nothing , and after mine I asked no questions .	he had good reason to believe that they had gone far but were lurking in some retreat which had been already prepared	neutral	False	True	False	True
I have not all my facts yet	There was answer .	neutral	False	True	True	True
"This is not talk for a police constable . """	it was built	neutral	False	True	True	True
After his habit he said nothing	"We can arrest without her evidence , that is clear , so the sooner we get a statement the better . """	neutral	False	True	True	True
Save for this one excursion , he spent his days in long and often solitary walks , or in chatting with a number of village gossips whose acquaintance he had cultivated .	I could move a finger , nor get my breath , till it whisked away and was gone	neutral	False	True	False	True
""" On the face of it the case is not a very complex one , though it certainly presents some novel and interesting features ."	I can quite understand	neutral	False	True	False	True
I call it luck	"` ` No , there was attempt at robbery . """	neutral	False	True	True	True
I have looked into this case with some care	"` ` Do blame me . """	neutral	False	True	True	True
There was no response .	he was known in the days of his greatness	neutral	False	True	False	True
his victims still cry for vengeance	I know	neutral	False	True	True	True
I know	By some juggling of the clocks it is quite possible that they may have got Scott Eccles to bed earlier than he thought , but in any case it is likely that when Garcia went out of his way to tell him that it was one it was really more than twelve .	neutral	False	True	True	True
I sprang out	you are on the right lines	neutral	False	True	True	True
""" You must admit , my dear Watson , that the idea of a joke is impossible ."	We can arrest without her evidence	neutral	False	True	False	True
""" You do not mean that Baynes has got him ? """	made me look up	neutral	False	True	False	True
Every effort was made by Inspector Baynes , who has the case in hand , to ascertain the hiding place of the fugitives	` I have all my facts yet	neutral	False	True	True	True
you do not mean that I am suspected	I do know what made me look up	neutral	False	True	True	True
"Now , sir , I suggest that you take no notice of this addition to your audience , and that you proceed with your narrative exactly as you would have done had you never been interrupted . """	I have all my facts yet	neutral	False	True	False	True
Well , sir , it did not appear to be a matter which concerned the police	the whole thing is a vision and a touch of nerves	neutral	False	True	True	True
He said little about the case , but from that little we gathered that he also was not dissatisfied at the course of events .	"Pray do think it a liberty if I give you a word of friendly warning . """	neutral	False	True	False	True
He is not particularly intelligentnot a man likely to be congenial to a quick witted Latin .	there are some insuperable difficulties	neutral	False	True	True	True
` I know , sir	He is particularly intelligent	neutral	False	True	True	True
you proceed with your narrative exactly as you would have done had you never been interrupted	We can let such a situation continue .	neutral	False	True	True	True
We can not let such a situation continue .	I am aware that in my whole life such a thing has happened before	neutral	False	True	False	True
The dinner itself was neither well served nor well cooked	he also was dissatisfied at the course of events	neutral	False	True	True	True
it whisked away and was gone	the deceased gentleman may have had valuables in the house	neutral	False	True	True	True
It was not black , sir , nor was it white , nor any colour that I know but a kind of queer shade like clay with a splash of milk in it .	it was	neutral	False	True	False	True
I know	` ` I was sure Henderson , as he calls himself , felt that he was suspected , and that he would lie low and make move so long as he thought he was in some danger .	neutral	False	True	True	True
"Out I ran and through the shrubbery , but thank God there was no one there . """	such a thing has happened before	neutral	False	True	False	True
""" Well , sir , it did not appear to be a matter which concerned the police , and yet , when you have heard the facts , you must admit that I could not leave it where it was ."	you take notice of this addition to your audience	neutral	False	True	False	True
""" Our difficulties are not over , "" he remarked , shaking his head ."	He is particularly intelligenta man likely to be congenial to a quick witted Latin .	neutral	False	True	False	True
""" But I beg to point out that I have not yet heard what has happened to Mr. Garcia , nor what has become of his household . """	I gave a thought to my toilet .	neutral	False	True	False	True
It was not black , sir , nor was it white , nor any colour that I know but a kind of queer shade like clay with a splash of milk in it .	It was black , sir , nor was it white , nor any colour that I know but a kind of queer shade like clay with a splash of milk in it .	neutral	False	True	False	True
Miss Burnet has not been seen by any human eye since the night of the murder .	The dinner itself was neither well served nor well cooked , and the gloomy presence of the taciturn servant did help to enliven us .	neutral	False	True	False	True
The crime was ascribed to Nihilism , and the murderers were never arrested .	it would have come my way had I been looking out for it	neutral	False	True	False	True
I sprang out	` ` On the face of it the case is a very complex one , though it certainly presents some novel and interesting features .	neutral	False	True	True	True
his own life had been sacrificed	The crime was ascribed to Nihilism , and the murderers were arrested .	neutral	False	True	True	True
"I should be glad to be able to say afterwards that I had solved it without your help . """	it was really more than twelve	neutral	False	True	False	True
He gave up all pretence at conversation and sat , smoking endless cigarettes , lost in his own thoughts	There was response	neutral	False	True	True	True
He could do little during the day , for Murillo took every precaution and never went out save with his satellite Lucas , or Lopez as he was known in the days of his greatness .	` ` I join in it because there is other way in the world by which justice can be gained .	neutral	False	True	False	True
the matter remained in his thoughts , for he stood in front of the fire afterwards with a thoughtful face , smoking his pipe , and casting an occasional glance at the message	It was not black , sir , was it white , some colour that I know but a kind of queer shade like clay with a splash of milk in it .	neutral	False	True	True	True
the murderers were arrested	you would have done had you never been interrupted	neutral	True	False	True	True
this house can be more than a mile or two from Oxshott	There is , on the face of it , something unnatural about this strange and sudden friendship between the young Spaniard and Scott Eccles .	neutral	True	False	True	False
they are human	"I should not have thought you had a nerve in your body . """	neutral	True	False	True	False
` ` If I did know you were a good man , Walters , I should put a black mark against you for this .	Our client smoothed down his unbrushed hair and felt his unshaven chin .	neutral	True	False	True	False
But it was destined that our investigation should have so adventurous an ending .	But this theory would not work .	neutral	True	False	True	False
you are on the right lines	It has been a long evening	neutral	True	False	True	True
it was	"But no one can glance at your toilet and attire without seeing that your disturbance dates from the moment of your waking . """	neutral	True	False	True	False
he was in some danger	He is not particularly intelligentnot a man likely to be congenial to a quick-witted Latin .	neutral	True	False	True	False
It is a lonely corner , and there is house within a quarter of a mile of the spot .	""" But I beg to point out that I have not yet heard what has happened to Mr. Garcia , nor what has become of his household . """	neutral	True	False	True	False
there is other way in the world by which justice can be gained	I can not quite understand	neutral	True	False	True	True
there is other way in the world by which justice can be gained	"Now , sir , I suggest that you take no notice of this addition to your audience , and that you proceed with your narrative exactly as you would have done had you never been interrupted . """	neutral	True	False	True	False
"` ` Our difficulties are over , "" he remarked , shaking his head ."	He in turn had friends among the indoor servants who unite in their fear and dislike of their master .	neutral	True	False	True	False
I am suspected	Day succeeded day , and my friend took no step forward .	neutral	True	False	True	False
you to present in that compact form which is dear to your heart	I always did	neutral	True	False	True	True
` I did say so , Mr. Holmes	""" No , there was no attempt at robbery . """	neutral	True	False	True	False
It will be possible for you to present in that compact form which is dear to your heart	his victims still cry for vengeance	neutral	True	False	True	True
tearing itself to pieces because it is connected up with the work for which it was built	I know	neutral	True	False	True	True
But the many whose lives he had ruined , whose nearest and dearest had suffered torture and death at his hands , would let the matter rest .	I do not think there are any insuperable difficulties	neutral	True	False	True	True
me look up	it were the devil himself a constable on duty	neutral	True	False	True	True
` ` I did say so , Mr. Holmes ; I did say so .	` I know , sir , I know	neutral	True	False	True	True
it was	you would have done	neutral	True	False	True	True
` ` We can imagine that in the confusion of flight something precious , something which he could bear to part with , had been left behind .	""" This is very painfulvery painful and terrible , "" said Mr. Scott Eccles in a querulous voice , "" but it is really uncommonly hard on me ."	neutral	True	False	True	False
Baynes has got him	Save for this one excursion , he spent his days in long and often solitary walks , or in chatting with a number of village gossips whose acquaintance he had cultivated .	neutral	True	False	True	False
they had done	"I desire you to spare no expense and no pains to get at the truth . """	neutral	True	False	True	False
"It has been a long evening , and I do think my nerve is as good as it was . """	Our client looked down with a rueful face at his own unconventional appearance .	neutral	True	False	True	False
I have doubt that there were times when my life hung in the balance .	""" Let us say no more about it . """	neutral	True	False	True	False
such a situation continue	I thought nothing of it at the time .	neutral	True	False	True	False
Henderson , as he calls himself , felt that he was suspected , and that he would lie low and make move so long as he thought he was in some danger	He gave up all pretence at conversation and sat , smoking endless cigarettes , lost in his own thoughts	neutral	True	False	True	True
I do think there are some insuperable difficulties	The dinner itself was neither well served nor well cooked , and the gloomy presence of the taciturn servant did not help to enliven us .	neutral	True	False	True	False
there is house within a quarter of a mile of the spot	I have not all my facts yet	neutral	True	False	True	True
It was not black , sir , was it white , any colour that I know but a kind of queer shade like clay with a splash of milk in it .	Strong , fearless , and energetic , he had sufficient virtue to enable him to impose his odious vices upon a cowering people for ten or twelve years .	neutral	True	False	True	False
you had a nerve in your body	It was suggested , but never proved , that the deceased gentleman may have had valuables in the house , and that their abstraction was the motive of the crime .	neutral	True	False	True	False
there is fiend in hell like Juan Murillo	""" His voice is unmistakable ."	neutral	True	False	True	False
` ` I ' m sure it must look very bad , Mr. Holmes , and I am aware that in my whole life such a thing has happened before .	Telegraphic inquiries had been already made which showed that Marx knew nothing of his customer save that he was a good payer .	neutral	True	False	True	False
I have absolutely sympathy	I know	neutral	True	False	True	True
I am aware that in my whole life such a thing has happened before	It was not black , sir	neutral	True	False	True	True
Garcia did return by a certain hour	"This is not talk for a police-constable . """	neutral	True	False	True	False
you are on the right lines	But it was not destined that our investigation should have so adventurous an ending .	neutral	True	False	True	False
I do know what made me look up	"You find yourself insensibly twisting them round to fit your theories . """	neutral	True	False	True	False
there was one there	He made no remark , but the matter remained in his thoughts , for he stood in front of the fire afterwards with a thoughtful face , smoking his pipe , and casting an occasional glance at the message .	neutral	True	False	True	False
"I do want you to commit yourself too far unless you are sure . """	The old house with its atmosphere of murder , the singular and formidable inhabitants , the unknown dangers of the approach , and the fact that we were putting ourselves legally in a false position all combined to damp my ardour .	neutral	True	False	True	False
There was response .	Garcia was walking in that direction and hoped , according to my reading of the facts , to be back in Wisteria Lodge in time to avail himself of an alibi , which would only be valid up to one o'clock	neutral	True	False	True	True
I have all my facts yet	The various bedrooms and sitting-rooms had yielded nothing to a careful search .	neutral	True	False	True	False
the murderers were arrested	This is talk for a police constable	neutral	True	False	True	True
he would make move so long as he thought he was in some danger	""" We can imagine that in the confusion of flight something precious , something which he could not bear to part with , had been left behind ."	neutral	True	False	True	False
"` ` Do blame me . """	I call it luck	neutral	True	False	True	True
` ` I was sure Henderson , as he calls himself , felt that he was suspected , and that he would lie low and make move so long as he thought he was in some danger .	""" Well , sir , it did not appear to be a matter which concerned the police , and yet , when you have heard the facts , you must admit that I could not leave it where it was ."	neutral	True	False	True	False
` ` On the face of it the case is a very complex one , though it certainly presents some novel and interesting features .	"To us there is no fiend in hell like Juan Murillo , and no peace in life while his victims still cry for vengeance . """	neutral	True	False	True	False
my nerve is as good as it was	"He hardly speaks a word of English , and we can get nothing out of him but grunts . """	neutral	True	False	True	False
I give you a word of friendly warning	But the many whose lives he had ruined , whose nearest and dearest had suffered torture and death at his hands , would not let the matter rest .	neutral	True	False	True	False
I am aware that in my whole life such a thing has happened before	"I do not want you to commit yourself too far unless you are sure . """	neutral	True	False	True	False
` I have all my facts yet	"If the law can do nothing we must take the risk ourselves . """	neutral	True	False	True	False
such a thing has happened before	He said little about the case , but from that little we gathered that he also was not dissatisfied at the course of events .	neutral	True	False	True	False
I see charm in the man	"You saw yourself how neither of the inspectors dreamed of questioning his statement , extraordinary as it was . """	neutral	True	False	True	False
We could doubt that justice , if belated , had come at last .	it luck	neutral	True	False	True	True
there 's use to deny it	"Please arrange your thoughts and let me know , in their due sequence , exactly what those events are which have sent you out unbrushed and unkempt , with dress boots and waistcoat buttoned awry , in search of advice and assistance . """	neutral	True	False	True	False
there was one there	""" Nothing , as things turned out , but everything had they gone another way ."	neutral	True	False	True	False
their abstraction was the motive of the crime	""" It will not be possible for you to present in that compact form which is dear to your heart ."	neutral	True	False	True	False
you proceed with your narrative exactly as you would have done had you been interrupted	you would have done	neutral	True	False	True	True
our investigation should have so adventurous an ending	he said nothing	neutral	True	False	True	True
you would have done had you been interrupted	""" I have not all my facts yet , but I do not think there are any insuperable difficulties ."	neutral	True	False	True	False
I know	I have looked into this case with some care	neutral	True	False	True	True
he had good reason to believe that they had gone far but were lurking in some retreat which had been already prepared	I know	neutral	True	False	True	True
I do quite understand	"But no one can glance at your toilet and attire without seeing that your disturbance dates from the moment of your waking . """	neutral	True	False	True	False
us say more about it	He said little about the case , but from that little we gathered that he also was not dissatisfied at the course of events .	neutral	True	False	True	False
it was	I never gave a thought to my toilet .	neutral	True	False	True	False
I could not move a finger , get my breath , till it whisked away and was gone	I sprang out , they tried to drag me back , and had it not been for the help of this good man , who led me to the cab , I should never had broken away .	neutral	True	False	True	False
you take notice of this addition to your audience	He is either a foreigner or has lived long in the tropics , for he is yellow and sapless , but tough as whipcord .	neutral	True	False	True	False
It was black , sir	She would not have said ` Godspeed ' had it not been so .	neutral	True	False	True	False
I did say so	""" No , sir ; I believe you mean well by me ."	neutral	True	False	True	False
I do know what made me look up , but there was a face looking in at me through the lower pane .	I could not leave it where it was	neutral	True	False	True	True
I see charm in the man .	it whisked away and was gone	neutral	True	False	True	True
you were a good man	"He says that they are not human . """	neutral	True	False	True	False
it would have come my way had I been looking out for it	It was not black , sir , nor was it white , nor any colour that I know but a kind of queer shade like clay with a splash of milk in it .	neutral	True	False	True	False
I sprang out , they tried to drag me back , and had it not been for the help of this good man , who led me to the cab , I should had broken away .	I see no charm in the man .	neutral	True	False	True	False
I led her away	woman would ever send a reply paid telegram	neutral	True	False	True	True
"Now , sir , I suggest that you take no notice of this addition to your audience , and that you proceed with your narrative exactly as you would have done had you been interrupted . """	I call it luck , but it would not have come my way had I not been looking out for it .	neutral	True	False	True	False
"Pray do think it a liberty if I give you a word of friendly warning . """	"I suppose the whole thing is not a vision and a touch of nerves ? """	neutral	True	False	True	False
` ` It will be possible for you to present in that compact form which is dear to your heart .	""" I did not say so , Mr. Holmes ; I did not say so ."	neutral	True	False	True	False
We could doubt that justice , if belated , had come at last	He is a man likely to be congenial to a quick witted Latin	neutral	True	False	True	True
There 's link between the two save for Henderson 's own servant , who serves the family 's meals	I think , Watson , a brandy and soda would do him no harm .	neutral	True	False	True	False
There are better instruments than discharged servants with a grievance	""" I can not make the man out ."	neutral	True	False	True	False
